"","var_true_theta"
"1",0.992465312973636
"2",1.00583907298062
"3",1.30249016535915
"4",0.742869048965008
"5",0.929846564261554
"6",1.03451029520075
"7",0.810659728325876
"8",0.918745863075533
"9",1.35674041686491
"10",1.15802427838756
"11",1.0651607635738
"12",1.18362942860446
"13",1.23713798107752
"14",1.09079607273984
"15",1.24658165460348
"16",0.926462738092307
"17",0.853079969462523
"18",0.758057648091991
"19",0.746220744279334
"20",0.984267667270464
"21",0.888801897912016
"22",0.849376938410591
"23",0.617474944875103
"24",0.645569464193293
"25",0.683452149690168
"26",0.894416168432606
"27",1.27565163664504
"28",0.775434936083374
"29",1.32425848469411
"30",0.973169431582268
"31",1.39334517182257
"32",0.861450383687998
"33",0.732877381804838
"34",1.1879030305219
"35",0.909373733295022
"36",0.97576312434627
"37",0.725673625361244
"38",1.21381621542958
"39",0.794921241120794
"40",1.23092210398823
"41",1.16688421599392
"42",0.839585800653648
"43",0.896457951745566
"44",1.12595862461018
"45",0.955264441666765
"46",1.32993198989304
"47",1.27067651539591
"48",0.872184324051587
"49",0.968258191169977
"50",0.602473944764827
"51",1.0141299374118
"52",1.13567377512644
"53",0.99961943524834
"54",1.63442551020666
"55",0.786885661245627
"56",1.17919252599629
"57",1.2573025291891
"58",0.928347887766894
"59",0.907244377347552
"60",0.978132245642665
"61",1.47274524969271
"62",0.760683780660788
"63",1.62068410185803
"64",0.677165128500318
"65",1.14305517164223
"66",1.17306967526392
"67",1.12117334083778
"68",0.896820601802203
"69",1.08492957622865
"70",0.703981863020177
"71",1.00157496142727
"72",0.743219474078528
"73",0.762392477985379
"74",1.32187000194847
"75",1.00560230704628
"76",0.596747748231163
"77",0.923480639525928
"78",1.12151047461024
"79",0.796176700456477
"80",1.00426065249797
"81",1.10830810923606
"82",1.26543412015049
"83",0.84675609689445
"84",0.833443267031773
"85",1.24553858668661
"86",1.07486362462217
"87",1.12768283169338
"88",1.04740148089326
"89",0.934859158983226
"90",1.30894509926976
"91",0.977085172368962
"92",1.221835779007
"93",0.991400867619123
"94",1.1399349148178
"95",0.829358297446973
"96",0.994844167571032
"97",1.3369946224528
"98",0.744400640427538
"99",1.27867556030263
"100",0.630418540141092
