"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,2e-04
"[-3.36,-3.12)",0,0,0,6e-04
"[-3.12,-2.88)",0,0,0,6e-04
"[-2.88,-2.64)",0,2e-04,2e-04,8e-04
"[-2.64,-2.4)",2e-04,8e-04,8e-04,0.0014
"[-2.4,-2.16)",8e-04,0.001,0.0018,0.005
"[-2.16,-1.92)",0.0018,0.0036,0.006,0.0078
"[-1.92,-1.68)",0.007,0.0112,0.0152,0.0176
"[-1.68,-1.44)",0.0194,0.0294,0.0266,0.0338
"[-1.44,-1.2)",0.0426,0.0462,0.0454,0.052
"[-1.2,-0.96)",0.0654,0.071,0.0686,0.0716
"[-0.96,-0.72)",0.092,0.0936,0.0904,0.0938
"[-0.72,-0.48)",0.1118,0.1034,0.1028,0.0968
"[-0.48,-0.24)",0.1258,0.1128,0.1068,0.0982
"[-0.24,0)",0.1134,0.1056,0.1024,0.0882
"[0,0.24)",0.0928,0.0842,0.0912,0.0742
"[0.24,0.48)",0.0858,0.0802,0.0794,0.0714
"[0.48,0.72)",0.0612,0.0616,0.062,0.0622
"[0.72,0.96)",0.0464,0.0476,0.0492,0.0466
"[0.96,1.2)",0.0356,0.035,0.0382,0.0392
"[1.2,1.44)",0.025,0.028,0.0306,0.0348
"[1.44,1.68)",0.0194,0.02,0.0226,0.0262
"[1.68,1.92)",0.0164,0.0174,0.0172,0.0224
"[1.92,2.16)",0.0102,0.0132,0.0118,0.0142
"[2.16,2.4)",0.0086,0.0082,0.0104,0.0138
"[2.4,2.64)",0.006,0.0094,0.0068,0.0078
"[2.64,2.88)",0.0046,0.005,0.0054,0.006
"[2.88,3.12)",0.0036,0.0046,0.0034,0.0048
"[3.12,3.36)",0.001,0.0026,0.0016,0.002
"[3.36,3.6)",8e-04,0.001,8e-04,0.0014
"[3.6,3.84)",6e-04,0.0012,6e-04,0.0022
"[3.84,4.08)",8e-04,2e-04,8e-04,4e-04
"[4.08,4.32)",2e-04,8e-04,2e-04,4e-04
"[4.32,4.56)",6e-04,2e-04,6e-04,4e-04
"[4.56,4.8)",0,6e-04,0,6e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",2e-04,0,2e-04,2e-04
"[5.28,5.52)",0,2e-04,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
