"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0074,-0.0426
"2","PM",0.1,0.017,-0.083
"3","PM",0.25,0.125,-0.125
"4","PM",0.75,0.9024,0.1524
"5","PM",0.9,0.9758,0.0758
"6","PM",0.95,0.991,0.041
"7","CB",0.05,0.0504,4e-04
"8","CB",0.1,0.0915999999999999,-0.0084
"9","CB",0.25,0.2374,-0.0126
"10","CB",0.75,0.782,0.032
"11","CB",0.9,0.9092,0.0092
"12","CB",0.95,0.9484,-0.0016
"13","GR",0.05,0.0544,0.0044
"14","GR",0.1,0.0943999999999999,-0.0056
"15","GR",0.25,0.2334,-0.0166
"16","GR",0.75,0.7826,0.0326
"17","GR",0.9,0.9058,0.0058
"18","GR",0.95,0.9456,-0.0044
"19","ML",0.05,0.3018,0.2518
"20","ML",0.1,0.3482,0.2482
"21","ML",0.25,0.4284,0.1784
"22","ML",0.75,0.5846,-0.1654
"23","ML",0.9,0.6584,-0.2416
"24","ML",0.95,0.7,-0.25
