"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0042
"[-5.76,-5.52)",0,2e-04,0,0.0054
"[-5.52,-5.28)",0,2e-04,0,0.007
"[-5.28,-5.04)",0,2e-04,2e-04,0.006
"[-5.04,-4.8)",0,2e-04,2e-04,0.0072
"[-4.8,-4.56)",0,2e-04,2e-04,0.0064
"[-4.56,-4.32)",0,4e-04,2e-04,0.0062
"[-4.32,-4.08)",0,0.0014,6e-04,0.0118
"[-4.08,-3.84)",0,0.001,0.001,0.0084
"[-3.84,-3.6)",0,0.001,0.0016,0.0106
"[-3.6,-3.36)",0,0.001,0.001,0.014
"[-3.36,-3.12)",0,0.0022,0.0022,0.014
"[-3.12,-2.88)",6e-04,0.0026,0.0034,0.0168
"[-2.88,-2.64)",0,0.0026,0.0036,0.0124
"[-2.64,-2.4)",6e-04,0.004,0.005,0.019
"[-2.4,-2.16)",0.001,0.0056,0.0064,0.0196
"[-2.16,-1.92)",0.0012,0.0084,0.0082,0.0226
"[-1.92,-1.68)",0.0026,0.011,0.013,0.0202
"[-1.68,-1.44)",0.0026,0.0192,0.0168,0.023
"[-1.44,-1.2)",0.006,0.0254,0.0248,0.0272
"[-1.2,-0.96)",0.0122,0.0362,0.0348,0.0304
"[-0.96,-0.72)",0.043,0.06,0.0586,0.0356
"[-0.72,-0.48)",0.0882,0.0874,0.0842,0.0334
"[-0.48,-0.24)",0.1472,0.117,0.1144,0.0294
"[-0.24,0)",0.2266,0.1318,0.1354,0.0326
"[0,0.24)",0.198,0.1268,0.1312,0.0358
"[0.24,0.48)",0.1474,0.1042,0.106,0.035
"[0.48,0.72)",0.0518,0.0818,0.0752,0.0326
"[0.72,0.96)",0.0322,0.0484,0.0502,0.0292
"[0.96,1.2)",0.0176,0.036,0.0344,0.0292
"[1.2,1.44)",0.0096,0.0246,0.0236,0.0244
"[1.44,1.68)",0.0042,0.0152,0.0168,0.0222
"[1.68,1.92)",0.0024,0.0092,0.0126,0.0234
"[1.92,2.16)",0.0016,0.0064,0.0076,0.0174
"[2.16,2.4)",0.0012,0.007,0.0074,0.0156
"[2.4,2.64)",0.001,0.0042,0.0044,0.0176
"[2.64,2.88)",6e-04,0.0042,0.004,0.0158
"[2.88,3.12)",2e-04,0.0022,0.0038,0.0148
"[3.12,3.36)",0,0.0032,0.0022,0.0146
"[3.36,3.6)",0,0.0018,0.001,0.0112
"[3.6,3.84)",2e-04,0.0022,0.0012,0.0116
"[3.84,4.08)",0,6e-04,4e-04,0.0098
"[4.08,4.32)",0,6e-04,4e-04,0.008
"[4.32,4.56)",0,4e-04,0.0012,0.0088
"[4.56,4.8)",0,2e-04,0,0.0076
"[4.8,5.04)",0,0,0,0.007
"[5.04,5.28)",0,2e-04,0,0.009
"[5.28,5.52)",0,8e-04,4e-04,0.0064
"[5.52,5.76)",0,0,0,0.0044
"[5.76,6)",0,0,0,0.0048
