"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.062,0.012
"2","PM",0.1,0.1,0
"3","PM",0.25,0.2168,-0.0332
"4","PM",0.75,0.7098,-0.0402
"5","PM",0.9,0.9786,0.0786
"6","PM",0.95,0.992,0.042
"7","CB",0.05,0.2066,0.1566
"8","CB",0.1,0.2506,0.1506
"9","CB",0.25,0.3314,0.0814
"10","CB",0.75,0.6234,-0.1266
"11","CB",0.9,0.8714,-0.0286
"12","CB",0.95,0.911199999999999,-0.0388
"13","GR",0.05,0.2046,0.1546
"14","GR",0.1,0.2456,0.1456
"15","GR",0.25,0.3254,0.0754
"16","GR",0.75,0.6166,-0.1334
"17","GR",0.9,0.877199999999999,-0.0228
"18","GR",0.95,0.915399999999999,-0.0346
"19","ML",0.05,0.3532,0.3032
"20","ML",0.1,0.3752,0.2752
"21","ML",0.25,0.4198,0.1698
"22","ML",0.75,0.5594,-0.1906
"23","ML",0.9,0.7116,-0.1884
"24","ML",0.95,0.7448,-0.2052
