"","quantity","estimator","value"
"1","mean","PM",-0.0356459344347382
"2","mean","CB",-0.0356459344347382
"3","mean","GR",-0.0354641315046978
"4","mean","ML",-0.0964996710108137
"5","var","PM",0.300074735201194
"6","var","CB",2.08690582124479
"7","var","GR",2.02186370723889
"8","var","ML",16.6712263724027
"9","var","true",0.963247260346165
"10","SSEL","PM",1.24237299442435
"11","SSEL","CB",2.41659789467302
"12","SSEL","GR",2.3816379204735
"13","SSEL","ML",15.7193279031891
"14","WSSEL","PM",62.1186497212177
"15","WSSEL","CB",120.829894733651
"16","WSSEL","GR",119.081896023675
"17","WSSEL","ML",785.966395159456
"18","ISEL","PM",0.178526555207264
"19","ISEL","CB",0.121655499596415
"20","ISEL","GR",0.112839580248869
"21","ISEL","ML",0.407095986437633
"22","SELrank","PM",0.115024836601307
"23","SELrank","CB",0.115024836601307
"24","SELrank","GR",0.115106343713956
"25","SELrank","ML",0.120173933102653
