"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,1e-04
"[-2.64,-2.4)",1e-04,3e-04,2e-04,4e-04
"[-2.4,-2.16)",4e-04,7e-04,7e-04,0.001
"[-2.16,-1.92)",0.0018,0.0029,0.0046,0.0039
"[-1.92,-1.68)",0.0058,0.0073,0.0108,0.0116
"[-1.68,-1.44)",0.0173,0.0217,0.0227,0.0229
"[-1.44,-1.2)",0.0323,0.0376,0.0409,0.0423
"[-1.2,-0.96)",0.061,0.065,0.0662,0.0693
"[-0.96,-0.72)",0.0998,0.1025,0.0931,0.1034
"[-0.72,-0.48)",0.1272,0.1201,0.1137,0.1146
"[-0.48,-0.24)",0.139,0.1311,0.1203,0.126
"[-0.24,0)",0.1184,0.1141,0.1117,0.107
"[0,0.24)",0.098,0.0939,0.0914,0.0906
"[0.24,0.48)",0.0586,0.058,0.0661,0.0565
"[0.48,0.72)",0.036,0.0364,0.0453,0.0376
"[0.72,0.96)",0.0288,0.0269,0.0355,0.0261
"[0.96,1.2)",0.0281,0.028,0.0315,0.0251
"[1.2,1.44)",0.0326,0.0284,0.0314,0.0284
"[1.44,1.68)",0.035,0.0325,0.0313,0.0313
"[1.68,1.92)",0.0303,0.0333,0.0272,0.0322
"[1.92,2.16)",0.022,0.0241,0.0218,0.0249
"[2.16,2.4)",0.0131,0.0161,0.0146,0.0197
"[2.4,2.64)",0.0085,0.0099,0.0097,0.011
"[2.64,2.88)",0.0033,0.0054,0.0055,0.0078
"[2.88,3.12)",0.0017,0.0022,0.0023,0.0036
"[3.12,3.36)",4e-04,9e-04,0.001,0.0012
"[3.36,3.6)",2e-04,3e-04,2e-04,9e-04
"[3.6,3.84)",2e-04,1e-04,2e-04,3e-04
"[3.84,4.08)",1e-04,2e-04,1e-04,2e-04
"[4.08,4.32)",0,1e-04,0,1e-04
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
