"","quantity","estimator","value"
"1","mean","PM",-0.000706713435954471
"2","mean","CB",-0.000706713435954472
"3","mean","GR",-0.000719742952262432
"4","mean","ML",-0.000602426885146265
"5","var","PM",0.908031746499449
"6","var","CB",0.998987920592646
"7","var","GR",0.9944117236528
"8","var","ML",1.09920397477526
"9","var","true",0.995324885037828
"10","SSEL","PM",0.0901697919014676
"11","SSEL","CB",0.0923062411901823
"12","SSEL","GR",0.104980402543308
"13","SSEL","ML",0.0992553664347698
"14","WSSEL","PM",9.01697919014676
"15","WSSEL","CB",9.23062411901823
"16","WSSEL","GR",10.4980402543308
"17","WSSEL","ML",9.92553664347698
"18","ISEL","PM",0.00343809306586244
"19","ISEL","CB",0.00313443797031294
"20","ISEL","GR",0.00394989108755868
"21","ISEL","ML",0.00365611512149879
"22","SELrank","PM",0.0140208410940104
"23","SELrank","CB",0.0140208410940104
"24","SELrank","GR",0.0140123909420645
"25","SELrank","ML",0.0140172728163905
