"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.037,-0.013
"2","PM",0.1,0.0766,-0.0234
"3","PM",0.25,0.2122,-0.0378
"4","PM",0.75,0.7076,-0.0424
"5","PM",0.9,0.9604,0.0604
"6","PM",0.95,0.9778,0.0278
"7","CB",0.05,0.0718,0.0218
"8","CB",0.1,0.1252,0.0252
"9","CB",0.25,0.2592,0.0092
"10","CB",0.75,0.6858,-0.0642
"11","CB",0.9,0.9352,0.0352
"12","CB",0.95,0.9626,0.0126
"13","GR",0.05,0.0795999999999999,0.0296
"14","GR",0.1,0.13,0.03
"15","GR",0.25,0.26,0.01
"16","GR",0.75,0.6736,-0.0764
"17","GR",0.9,0.9388,0.0388
"18","GR",0.95,0.966,0.016
"19","ML",0.05,0.142,0.092
"20","ML",0.1,0.1904,0.0904
"21","ML",0.25,0.2998,0.0498
"22","ML",0.75,0.657,-0.093
"23","ML",0.9,0.9092,0.0092
"24","ML",0.95,0.9398,-0.0102
