"","var_true_theta"
"1",1.14635234826261
"2",0.909011636305057
"3",0.816227604473464
"4",0.912439859962892
"5",1.02435633097713
"6",0.836926846190956
"7",1.44253148321601
"8",0.82978085170171
"9",1.13107349137453
"10",0.87576749939993
"11",0.864847928604681
"12",0.601317636025199
"13",0.653002418493162
"14",1.36091631726468
"15",1.02100947860356
"16",1.04566374671105
"17",0.626822345616198
"18",1.21945422452689
"19",1.47268999361241
"20",0.978624920585463
"21",1.59944167023732
"22",0.687255608434289
"23",0.923866013622214
"24",0.799633726366637
"25",0.873418823807565
"26",1.09922006297227
"27",0.848103253827735
"28",0.884094874164839
"29",0.746329312045075
"30",1.21307173355262
"31",1.19166796698217
"32",1.14670681571032
"33",0.904046179096976
"34",0.619971995323293
"35",0.797367709496639
"36",0.923726067314042
"37",1.33298885210314
"38",1.08396752667099
"39",0.7070749857354
"40",0.961388059822776
"41",1.32238077303386
"42",1.33420556321319
"43",1.00606230377639
"44",0.839798433922771
"45",0.544400462802704
"46",1.11123234213339
"47",0.724370432789058
"48",1.08303285297426
"49",0.804632768834666
"50",0.996803834647755
"51",1.53311598549524
"52",1.12940330400449
"53",0.875509784533249
"54",0.925590740775947
"55",0.706820216411245
"56",1.04396652264764
"57",0.70853342492333
"58",1.05647880680168
"59",0.834239595635163
"60",0.92430553960489
"61",0.743872268344973
"62",0.859423383422668
"63",0.654219800830632
"64",0.669043287399098
"65",1.20331900184517
"66",0.595403389001448
"67",0.72756928542354
"68",1.29418027762137
"69",0.658909622857103
"70",1.0076990684131
"71",1.29228659957972
"72",0.981005965214713
"73",0.773828322500372
"74",0.660192965243577
"75",1.02623985840807
"76",1.02847961201073
"77",0.776018808355115
"78",0.885912566223107
"79",1.21956385955029
"80",1.19062493391895
"81",1.39579999283231
"82",1.16566852093862
"83",1.09115096747258
"84",0.91977137071746
"85",0.809862397385564
"86",1.07408940263104
"87",1.08099083285767
"88",1.20392827595039
"89",0.865712257520866
"90",0.988813007783803
"91",0.904487938558833
"92",0.471428684196158
"93",0.8896323471444
"94",0.817251284670564
"95",1.2008861018182
"96",0.932882486706856
"97",1.17047668642624
"98",0.674532388226836
"99",0.743382515887212
"100",0.791823804819167
