"","quantity","estimator","value"
"1","mean","PM",0.0118635680863861
"2","mean","CB",0.0118635680863861
"3","mean","GR",0.0118987475161621
"4","mean","ML",0.00935388817227347
"5","var","PM",0.718392784977736
"6","var","CB",0.995582620354098
"7","var","GR",0.969547891315126
"8","var","ML",1.49215451327887
"9","var","true",0.973185055571058
"10","SSEL","PM",0.276050880794003
"11","SSEL","CB",0.298279757604709
"12","SSEL","GR",0.315761359895609
"13","SSEL","ML",0.496076899504588
"14","WSSEL","PM",13.8025440397001
"15","WSSEL","CB",14.9139878802355
"16","WSSEL","GR",15.7880679947804
"17","WSSEL","ML",24.8038449752294
"18","ISEL","PM",0.0143333052293992
"19","ISEL","CB",0.0100768990495324
"20","ISEL","GR",0.00774844323685148
"21","ISEL","ML",0.0179177473037418
"22","SELrank","PM",0.0323326412918108
"23","SELrank","CB",0.0323326412918108
"24","SELrank","GR",0.0322635909265667
"25","SELrank","ML",0.0352106113033449
