"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0332,-0.0168
"2","PM",0.1,0.0656,-0.0344
"3","PM",0.25,0.205,-0.045
"4","PM",0.75,0.7922,0.0422
"5","PM",0.9,0.926999999999999,0.027
"6","PM",0.95,0.9618,0.0118
"7","CB",0.05,0.0476,-0.0024
"8","CB",0.1,0.0951999999999999,-0.0048
"9","CB",0.25,0.2416,-0.0084
"10","CB",0.75,0.7568,0.0068
"11","CB",0.9,0.9038,0.0038
"12","CB",0.95,0.9434,-0.0066
"13","GR",0.05,0.0512,0.0012
"14","GR",0.1,0.1014,0.0014
"15","GR",0.25,0.2516,0.0016
"16","GR",0.75,0.7442,-0.0058
"17","GR",0.9,0.8926,-0.0074
"18","GR",0.95,0.9444,-0.0056
"19","ML",0.05,0.0835999999999999,0.0336
"20","ML",0.1,0.1512,0.0512
"21","ML",0.25,0.3,0.05
"22","ML",0.75,0.7006,-0.0494
"23","ML",0.9,0.8464,-0.0536
"24","ML",0.95,0.9104,-0.0396
