"","quantity","estimator","value"
"1","mean","PM",0.00941188669110802
"2","mean","CB",0.00941188669110802
"3","mean","GR",0.00946832341971887
"4","mean","ML",0.0094763791835969
"5","var","PM",0.471025300559724
"6","var","CB",0.907476121152281
"7","var","GR",0.867382472373592
"8","var","ML",2.0048247985449
"9","var","true",0.9853668401184
"10","SSEL","PM",0.583529191533731
"11","SSEL","CB",0.614906637541102
"12","SSEL","GR",0.637562275639824
"13","SSEL","ML",1.05332565691318
"14","WSSEL","PM",14.5882297883433
"15","WSSEL","CB",15.3726659385276
"16","WSSEL","GR",15.9390568909956
"17","WSSEL","ML",26.3331414228294
"18","ISEL","PM",0.079302387838703
"19","ISEL","CB",0.0451606800335434
"20","ISEL","GR",0.042982645638364
"21","ISEL","ML",0.0627387879427138
"22","SELrank","PM",0.0593491124260355
"23","SELrank","CB",0.0593491124260355
"24","SELrank","GR",0.0599408284023669
"25","SELrank","ML",0.0590153846153846
