"","mean_PM","mean_CB","mean_GR","mean_ML","var_PM","var_CB","var_GR","var_ML"
"1",0.617942049434926,0.617942049434926,0.619052613180795,0.619696636954782,0.427265196516919,0.951767053682658,0.913428452772462,2.05158412805325
"2",0.0617574177340904,0.0617574177340904,0.0624172171607954,0.049246096731275,0.983176412433359,1.64439054681796,1.59893064017425,2.68484336515171
"3",0.657536267967815,0.657536267967815,0.657616713663249,0.658223727485673,0.677155855039165,1.27783331861595,1.23434261433034,2.32481658093791
"4",-0.304716008965314,-0.304716008965314,-0.304451631624024,-0.302977431752051,0.122766642304459,0.485236426127963,0.453045116034986,1.64861385988031
"5",0.106686817646901,0.106686817646901,0.105307648222643,0.109154455239716,0.538242044745065,1.10722591759056,1.06559103748958,2.13147388968583
"6",0.195535471862357,0.195535471862357,0.196288588422701,0.192833304027697,0.199125994601678,0.619763095275638,0.585288307522939,1.81351127522172
"7",-0.190598605938807,-0.190598605938807,-0.187935922839093,-0.186488959909582,0.311008765965927,0.803546218494507,0.760869711062887,1.92712697444483
"8",0.248190685443025,0.248190685443025,0.24993620180796,0.242874182658139,0.0999744215894693,0.439784166082571,0.392510912178755,1.6633130095949
"9",-0.0701188786773006,-0.0701188786773006,-0.0717186409349466,-0.0707737658445216,1.08131082817989,1.74460846932013,1.68805481903933,2.80746243320433
"10",-0.0335327527609016,-0.0335327527609016,-0.0340686787866219,-0.0264653650755434,0.0056258128510122,0.128232174834143,0.112428504400773,1.02564570419588
"11",0.0328638515207928,0.0328638515207928,0.0318566986349209,0.0354027702069065,0.0206019046895532,0.2135565693302,0.182936514298317,1.64685328001065
"12",0.286850839903248,0.286850839903248,0.286716525480447,0.295164355169854,0.438444484119715,0.963445071119536,0.928257755699672,2.04124383600668
"13",0.0915998933250035,0.0915998933250035,0.0921201700074275,0.0942395680438498,0.0795887081978996,0.382179551068353,0.356371350546963,1.46128592002928
"14",0.0282673101044032,0.0282673101044032,0.0274453341006456,0.02949815367214,0.0136465656690058,0.175587261814806,0.153532260722547,1.35026382093318
"15",-0.038965265578386,-0.038965265578386,-0.0412519091090458,-0.0366709656627048,0.56734115636623,1.14615691197993,1.09315989655088,2.17496958284796
"16",0.371780131051301,0.371780131051301,0.370704029704852,0.371646048747215,0.123823765499605,0.47904579578512,0.446580592479826,1.65726368235237
"17",-0.0205282572903739,-0.0205282572903739,-0.0199233800391978,-0.0318596971524204,0.442011777838939,0.989188296121381,0.945105493480836,2.17975663935725
"18",-0.137906717119025,-0.137906717119025,-0.137568071400034,-0.136552386104092,0.00330411052664978,0.109372822566827,0.0996819199712625,0.740980862999998
"19",0.0968545627787588,0.0968545627787588,0.096455444992178,0.101781500802052,0.00943531358317075,0.149352904988229,0.135327081226937,1.01467170301032
"20",-0.202647226063231,-0.202647226063231,-0.203270305215025,-0.203586089066512,0.0972666239146233,0.432765055563362,0.405926315241647,1.62315646894619
"21",-0.260812417105614,-0.260812417105614,-0.261856580188783,-0.255232462628565,0.0514718442079938,0.317379931984748,0.287770417929052,1.51682445941582
"22",-0.567713786963002,-0.567713786963002,-0.567716375428627,-0.573356947821456,0.00920626650988123,0.151870575608695,0.129012242075432,1.2896069122388
"23",0.572976360264323,0.572976360264323,0.571403494876728,0.574283338144992,0.385788971543729,0.913059486738209,0.870187674978615,2.00193548092403
"24",-0.286022367285897,-0.286022367285897,-0.285523891702789,-0.283517366020701,0.722350480585088,1.33025013475725,1.27920424901945,2.42256822229608
"25",0.128856106580149,0.128856106580149,0.130917748178646,0.123928034520364,1.53042261455928,2.25034395987036,2.16205893246438,3.2700736938461
"26",0.669560049320133,0.669560049320133,0.668780804899511,0.674546850220008,0.497355636091816,1.05239752291379,1.0121527568521,2.19830782546052
"27",-0.234176437783883,-0.234176437783883,-0.23028667545623,-0.232326573887534,0.262605519028824,0.747579084958444,0.692006367345842,2.00725770246903
"28",0.338182268632407,0.338182268632407,0.337325049504801,0.334414256195747,0.270204882687353,0.74951644194441,0.717736080167336,1.8898878879995
"29",0.171398609356676,0.171398609356676,0.170282159323909,0.180341725754751,0.83394959305685,1.46463323100668,1.41088024487934,2.53828454167863
"30",0.0313560201174998,0.0313560201174998,0.0318908010268202,0.0318925281262905,0.0102532733122317,0.163008421483258,0.13688461985942,1.36436298577974
"31",0.245143488470754,0.245143488470754,0.243839000099275,0.246019990578637,0.0555344447925622,0.321380323146358,0.290291503558162,1.73813160243541
"32",-0.0608943800031005,-0.0608943800031005,-0.0612356022825439,-0.0618852862647104,2.05443192079907,2.83026736320727,2.76914013287882,3.79978289554685
"33",-0.269520079101935,-0.269520079101935,-0.27021575677655,-0.266666374557959,0.223508655907521,0.66913073532078,0.632801358940676,1.91181179249907
"34",-0.0695167620909429,-0.0695167620909429,-0.0704770258048956,-0.0686465927329681,0.0124743740650133,0.171367747458106,0.150132793723981,1.11403478490628
"35",-0.308509759034328,-0.308509759034328,-0.308581312568319,-0.30741833927505,0.815317939206915,1.43583404101931,1.3890106179096,2.50789623876031
"36",-0.46888012523807,-0.46888012523807,-0.467251861400643,-0.463590762659636,0.458814107019135,1.01249762174161,0.964466329811458,2.09612511378601
"37",-0.283614032248186,-0.283614032248186,-0.282511644888088,-0.288160024762104,0.0240324106242851,0.220668324990524,0.19696258714055,1.27855218874934
"38",-0.0545498984785617,-0.0545498984785617,-0.0549336597479235,-0.0567060083912137,0.273856177734229,0.738479863046718,0.702625882020851,1.90037400847855
"39",-0.200352532656387,-0.200352532656387,-0.197306736552009,-0.201880084858845,0.455494728012806,1.00785495431823,0.928949635661784,2.14832516144376
"40",0.343680261840581,0.343680261840581,0.343524620530694,0.341760677564967,0.00641030998878252,0.1347040580222,0.11607903531555,1.09963401468883
"41",0.0534333989600627,0.0534333989600628,0.0523746470260699,0.0587762826462776,1.02826444323398,1.69340931406084,1.62686763294115,2.72402053631031
"42",0.398424029242855,0.398424029242855,0.397645451516,0.398777173135065,0.447514848638818,0.977676981504041,0.938853317279556,2.11339400823887
"43",-0.0880196704342067,-0.0880196704342067,-0.0845883853326641,-0.0897035954612431,1.55402972267008,2.28620877498153,2.18965855554235,3.29886849077174
"44",-0.0685966390640045,-0.0685966390640045,-0.0679016310048394,-0.0635567209987142,0.0974173276736731,0.438893593119137,0.403081449317907,1.68812678714351
"45",0.298741766479402,0.298741766479402,0.299165952955905,0.305677247889864,0.0293709970132317,0.239632600256702,0.217386205120298,1.34085719442965
"46",-0.102944664572361,-0.102944664572361,-0.102599641095676,-0.104557636550665,0.0732196250864142,0.376277170178035,0.34435865623944,1.57054658879136
"47",0.224572624079645,0.224572624079645,0.223853659061235,0.225199673053004,0.357464397345105,0.861405751598182,0.825101807802789,2.03190592183511
"48",0.0295957674559026,0.0295957674559026,0.0299112811532511,0.028089608853961,0.470890907449362,1.02003018483148,0.980772076830586,2.14803334312327
"49",-0.0609572970706089,-0.0609572970706089,-0.0596983351467919,-0.0544206716009201,0.125270669056686,0.479282566411702,0.448245938387339,1.65831527962957
"50",-0.142334991759496,-0.142334991759496,-0.140926468776817,-0.138484143659742,1.34634558496605,2.0496228399431,1.9851457275232,3.12214928932836
"51",0.301294792545804,0.301294792545804,0.301268683337789,0.30207812523786,0.0104346909993648,0.155913929260279,0.140202675976625,1.10948964428306
"52",0.191499422824625,0.191499422824625,0.191537410639621,0.191582216731672,0.283460510849167,0.769195689139381,0.735987154403475,2.03319572597437
"53",0.305153991471625,0.305153991471625,0.305049550214929,0.306194273138552,0.00234540083219446,0.097587356926279,0.0884672044944202,0.900433947039797
"54",-0.578423750674813,-0.578423750674813,-0.57688627351139,-0.577376184100679,2.41701980899935,3.21130315983098,3.11005019522256,4.21348419436803
"55",0.599539620010563,0.599539620010563,0.601442302470534,0.597230083391332,0.766714548070444,1.39392326457897,1.34240260344298,2.3980857951802
"56",0.309716631473691,0.309716631473691,0.309904610451612,0.313157830048655,0.00593285247692547,0.132688040446218,0.117433531647748,0.934169477053685
"57",-0.558568399023917,-0.558568399023917,-0.561170558928492,-0.564253164582543,0.113228738813839,0.461606632735223,0.423196914361974,1.69716879865115
"58",-0.0061551811314697,-0.00615518113146971,-0.00574562815603807,-0.00476168485380364,0.0953492924995224,0.429012658198482,0.400764990308641,1.60542911103535
"59",0.0367217167943373,0.0367217167943373,0.0342785920108122,0.0267835214196195,1.70759805147392,2.44661612449684,2.3724189600932,3.44430364748192
"60",-0.0877958335021276,-0.0877958335021276,-0.0882072044036435,-0.0825132375156543,0.0117330522088128,0.166665776219766,0.145473359937891,1.17777201487641
"61",0.0580334585465884,0.0580334585465883,0.0585643583999514,0.0601166082290936,0.704699746418108,1.31628555859366,1.27982019175043,2.31900435488293
"62",-0.0638697887673786,-0.0638697887673786,-0.0643993278314925,-0.0658810139151554,0.153836383532979,0.539032356449702,0.504019911474801,1.72619858303616
"63",-0.524709194434311,-0.524709194434311,-0.524985838524004,-0.531547978560989,1.01885896614126,1.68275682909659,1.62974448516182,2.72679293350296
"64",0.0439125758021455,0.0439125758021455,0.0436516425408767,0.0358865550742362,0.28234344181191,0.755255248678361,0.722444736026669,1.80640716868042
"65",0.143325919632687,0.143325919632687,0.143229671869399,0.145171061899499,0.703572076885854,1.31850241687552,1.27036198776608,2.34453920596475
"66",-0.0242171351990414,-0.0242171351990414,-0.0249615862350955,-0.0244773753363825,1.28820456621421,1.99138868866477,1.94596987691627,3.00550495949639
"67",-0.167777899746409,-0.167777899746409,-0.16755569678398,-0.16663467403777,0.00899890250697924,0.147429908582372,0.128927285247589,1.18942365171905
"68",0.00745101253619307,0.00745101253619307,0.00814836397172284,0.0118098604072294,0.397660395646367,0.920613962259623,0.884183531761003,2.02940583476261
"69",0.307240562299331,0.307240562299331,0.307169373899901,0.307045108033906,0.0214250279351338,0.211614331105405,0.189846129595017,1.35032879750034
"70",-0.040368670046487,-0.0403686700464869,-0.0407977724856307,-0.0424690343399078,0.115869322887924,0.485298853349917,0.452124716587564,1.71780520005192
"71",-0.237604875998282,-0.237604875998282,-0.235072207454662,-0.237078629336844,1.00081513417917,1.65735042349148,1.59683835651473,2.67228484900284
"72",0.471416865620199,0.471416865620199,0.469330506297748,0.474428423060256,2.06552221563601,2.82496852218924,2.73879425360241,3.92178592087736
"73",-0.394368715077653,-0.394368715077653,-0.394659786754841,-0.395570944082668,0.0894146252168343,0.409225104173047,0.380403951604601,1.67425919356939
"74",-0.325988964575645,-0.325988964575645,-0.325620947723403,-0.327622701938128,0.371633577998861,0.878311376567823,0.843664075829219,1.98022679599056
"75",-0.387959472779507,-0.387959472779507,-0.388911369984969,-0.396553942012402,0.0192214957569157,0.203775680896313,0.177529367908486,1.37972959257216
"76",-0.272709290591952,-0.272709290591952,-0.273414252986261,-0.271786751511565,0.0147349517930528,0.182193917605291,0.162653700149214,1.27617450451516
