"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0216,-0.0284
"2","PM",0.1,0.0456,-0.0544
"3","PM",0.25,0.1612,-0.0888
"4","PM",0.75,0.8432,0.0932
"5","PM",0.9,0.9408,0.0408
"6","PM",0.95,0.9764,0.0264
"7","CB",0.05,0.0496,-4e-04
"8","CB",0.1,0.0988,-0.0012
"9","CB",0.25,0.2392,-0.0108
"10","CB",0.75,0.7492,-8e-04
"11","CB",0.9,0.896,-0.004
"12","CB",0.95,0.944,-0.006
"13","GR",0.05,0.0536,0.0036
"14","GR",0.1,0.0948,-0.0052
"15","GR",0.25,0.2256,-0.0244
"16","GR",0.75,0.7708,0.0208
"17","GR",0.9,0.8988,-0.0012
"18","GR",0.95,0.9452,-0.0048
"19","ML",0.05,0.1224,0.0724
"20","ML",0.1,0.198,0.098
"21","ML",0.25,0.3452,0.0952
"22","ML",0.75,0.6588,-0.0912
"23","ML",0.9,0.7868,-0.1132
"24","ML",0.95,0.8676,-0.0824
