"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,8e-04
"[-4.8,-4.56)",0,4e-04,0,0
"[-4.56,-4.32)",0,0,0,8e-04
"[-4.32,-4.08)",0,0,0,0.0016
"[-4.08,-3.84)",4e-04,4e-04,4e-04,0.0012
"[-3.84,-3.6)",0,4e-04,0,0.0024
"[-3.6,-3.36)",0,4e-04,4e-04,0.004
"[-3.36,-3.12)",4e-04,0.0016,0.0024,0.0028
"[-3.12,-2.88)",4e-04,0.0028,4e-04,0.0064
"[-2.88,-2.64)",4e-04,0.0032,0.004,0.0076
"[-2.64,-2.4)",0.0032,0.0028,0.0048,0.0132
"[-2.4,-2.16)",0.0024,0.006,0.0064,0.0168
"[-2.16,-1.92)",0.0048,0.0064,0.0088,0.0212
"[-1.92,-1.68)",0.0048,0.0152,0.014,0.0248
"[-1.68,-1.44)",0.0132,0.0196,0.0216,0.0368
"[-1.44,-1.2)",0.0116,0.0332,0.0256,0.0436
"[-1.2,-0.96)",0.0288,0.036,0.0368,0.0548
"[-0.96,-0.72)",0.0464,0.0584,0.0516,0.0584
"[-0.72,-0.48)",0.0692,0.0816,0.074,0.0704
"[-0.48,-0.24)",0.1284,0.1144,0.1096,0.0668
"[-0.24,0)",0.1976,0.1184,0.1336,0.0736
"[0,0.24)",0.1536,0.1212,0.1368,0.0664
"[0.24,0.48)",0.1472,0.0932,0.1112,0.06
"[0.48,0.72)",0.0632,0.0852,0.0732,0.0588
"[0.72,0.96)",0.04,0.058,0.0496,0.058
"[0.96,1.2)",0.03,0.0444,0.0416,0.0472
"[1.2,1.44)",0.0228,0.0292,0.0252,0.046
"[1.44,1.68)",0.0124,0.0204,0.0224,0.0364
"[1.68,1.92)",0.0076,0.0184,0.0136,0.0344
"[1.92,2.16)",0.0032,0.01,0.0112,0.0196
"[2.16,2.4)",0.0036,0.0072,0.0064,0.0196
"[2.4,2.64)",0.0024,0.0028,0.006,0.0124
"[2.64,2.88)",4e-04,0.0028,0.004,0.0096
"[2.88,3.12)",0,0.0036,0.0016,0.0088
"[3.12,3.36)",4e-04,8e-04,8e-04,0.0044
"[3.36,3.6)",0,0,8e-04,0.004
"[3.6,3.84)",0,0,0,0.002
"[3.84,4.08)",4e-04,4e-04,0,8e-04
"[4.08,4.32)",0,0,4e-04,0.0016
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,4e-04,0,4e-04
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
