"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0088,-0.0412
"2","PM",0.1,0.0328,-0.0672
"3","PM",0.25,0.1576,-0.0924
"4","PM",0.75,0.8228,0.0728
"5","PM",0.9,0.962,0.062
"6","PM",0.95,0.98,0.03
"7","CB",0.05,0.0824,0.0324
"8","CB",0.1,0.1376,0.0376
"9","CB",0.25,0.2816,0.0316
"10","CB",0.75,0.7232,-0.0268
"11","CB",0.9,0.8672,-0.0328
"12","CB",0.95,0.908,-0.042
"13","GR",0.05,0.0720000000000001,0.022
"14","GR",0.1,0.1212,0.0212
"15","GR",0.25,0.26,0.01
"16","GR",0.75,0.7424,-0.0076
"17","GR",0.9,0.878,-0.022
"18","GR",0.95,0.924,-0.026
"19","ML",0.05,0.2932,0.2432
"20","ML",0.1,0.3344,0.2344
"21","ML",0.25,0.4092,0.1592
"22","ML",0.75,0.5656,-0.1844
"23","ML",0.9,0.6412,-0.2588
"24","ML",0.95,0.6804,-0.2696
