"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0.0076
"[-5.76,-5.52)",0,0,0,0.0072
"[-5.52,-5.28)",0,0,8e-04,0.0036
"[-5.28,-5.04)",0,4e-04,4e-04,0.0052
"[-5.04,-4.8)",0,4e-04,0,0.008
"[-4.8,-4.56)",0,4e-04,4e-04,0.0092
"[-4.56,-4.32)",0,8e-04,0.0016,0.0104
"[-4.32,-4.08)",0,0.0012,8e-04,0.012
"[-4.08,-3.84)",0,0.0012,0.0012,0.0096
"[-3.84,-3.6)",8e-04,8e-04,0.002,0.01
"[-3.6,-3.36)",0,0.0032,0.002,0.0112
"[-3.36,-3.12)",0,0.0024,0.0012,0.0216
"[-3.12,-2.88)",0,0.0056,0.0044,0.0168
"[-2.88,-2.64)",0,0.0056,0.0044,0.0176
"[-2.64,-2.4)",0.0012,0.01,0.008,0.0208
"[-2.4,-2.16)",0.0016,0.0116,0.0096,0.022
"[-2.16,-1.92)",0.0012,0.0152,0.0132,0.0208
"[-1.92,-1.68)",0.0028,0.0184,0.018,0.0224
"[-1.68,-1.44)",0.0076,0.0308,0.0256,0.0236
"[-1.44,-1.2)",0.0328,0.0464,0.04,0.0312
"[-1.2,-0.96)",0.0408,0.0516,0.046,0.0296
"[-0.96,-0.72)",0.0612,0.06,0.0652,0.0288
"[-0.72,-0.48)",0.0864,0.0672,0.0764,0.028
"[-0.48,-0.24)",0.12,0.078,0.0888,0.0316
"[-0.24,0)",0.1568,0.0752,0.0952,0.0292
"[0,0.24)",0.1508,0.0944,0.0928,0.0272
"[0.24,0.48)",0.0904,0.0844,0.0868,0.0268
"[0.48,0.72)",0.0844,0.07,0.0744,0.0256
"[0.72,0.96)",0.0744,0.0676,0.0592,0.03
"[0.96,1.2)",0.0392,0.05,0.0456,0.0328
"[1.2,1.44)",0.0192,0.0324,0.0364,0.0244
"[1.44,1.68)",0.0108,0.0256,0.0264,0.0264
"[1.68,1.92)",0.0112,0.0244,0.02,0.0224
"[1.92,2.16)",0.0016,0.0184,0.0136,0.0184
"[2.16,2.4)",0.002,0.0132,0.0096,0.0236
"[2.4,2.64)",8e-04,0.0096,0.0064,0.0244
"[2.64,2.88)",8e-04,0.0048,0.0072,0.0152
"[2.88,3.12)",0,0.0032,0.0024,0.0204
"[3.12,3.36)",0.0012,0.0036,0.004,0.018
"[3.36,3.6)",0,0.0028,0.0028,0.0132
"[3.6,3.84)",0,0.0016,0.0016,0.0172
"[3.84,4.08)",0,0.0016,0.0012,0.014
"[4.08,4.32)",0,0.0016,0.0012,0.01
"[4.32,4.56)",0,4e-04,4e-04,0.0128
"[4.56,4.8)",0,8e-04,4e-04,0.0084
"[4.8,5.04)",0,4e-04,0.0012,0.0076
"[5.04,5.28)",0,4e-04,0,0.004
"[5.28,5.52)",0,8e-04,8e-04,0.0064
"[5.52,5.76)",0,0,0,0.0044
"[5.76,6)",0,0,0,0.0088
