"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,0,0,8e-04
"[-5.28,-5.04)",0,0,0,8e-04
"[-5.04,-4.8)",0,4e-04,0,8e-04
"[-4.8,-4.56)",0,0,0,4e-04
"[-4.56,-4.32)",0,0,0,0.0016
"[-4.32,-4.08)",0,4e-04,0,0.0028
"[-4.08,-3.84)",0,0,0,0.0032
"[-3.84,-3.6)",4e-04,4e-04,8e-04,0.0024
"[-3.6,-3.36)",0,8e-04,0,0.004
"[-3.36,-3.12)",0,0.0012,4e-04,0.0032
"[-3.12,-2.88)",4e-04,0.0012,0.0012,0.0084
"[-2.88,-2.64)",8e-04,0.0028,0.002,0.0076
"[-2.64,-2.4)",0.002,0.0032,0.0028,0.0136
"[-2.4,-2.16)",4e-04,0.0052,0.0076,0.0212
"[-2.16,-1.92)",0.0028,0.0132,0.0096,0.0164
"[-1.92,-1.68)",0.0056,0.0136,0.0132,0.0308
"[-1.68,-1.44)",0.0112,0.0212,0.0252,0.0288
"[-1.44,-1.2)",0.0176,0.026,0.0296,0.0408
"[-1.2,-0.96)",0.0252,0.0356,0.044,0.0424
"[-0.96,-0.72)",0.0396,0.0708,0.0584,0.0592
"[-0.72,-0.48)",0.088,0.0804,0.076,0.06
"[-0.48,-0.24)",0.1196,0.0968,0.0968,0.0636
"[-0.24,0)",0.1592,0.1024,0.1128,0.06
"[0,0.24)",0.1564,0.1092,0.1092,0.0796
"[0.24,0.48)",0.1288,0.1072,0.0968,0.0748
"[0.48,0.72)",0.0884,0.0808,0.0824,0.0568
"[0.72,0.96)",0.0576,0.06,0.0648,0.0536
"[0.96,1.2)",0.0404,0.0512,0.0472,0.0524
"[1.2,1.44)",0.0196,0.0356,0.0396,0.04
"[1.44,1.68)",0.0128,0.0272,0.0216,0.0372
"[1.68,1.92)",0.0056,0.016,0.0152,0.0264
"[1.92,2.16)",0.0044,0.0096,0.016,0.028
"[2.16,2.4)",0.004,0.008,0.0084,0.0164
"[2.4,2.64)",0.0024,0.0044,0.0048,0.0084
"[2.64,2.88)",0.0016,0.0028,0.0032,0.0128
"[2.88,3.12)",0.0016,0.0032,0.004,0.008
"[3.12,3.36)",4e-04,0.0016,0.002,0.006
"[3.36,3.6)",8e-04,0.002,0.0012,0.004
"[3.6,3.84)",0.0012,0.0012,0.0012,0.0044
"[3.84,4.08)",0,8e-04,0,0.0028
"[4.08,4.32)",4e-04,8e-04,8e-04,0.0044
"[4.32,4.56)",0,8e-04,0,0.0032
"[4.56,4.8)",0,4e-04,4e-04,0.0024
"[4.8,5.04)",0,8e-04,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,8e-04
"[5.52,5.76)",4e-04,0,0,4e-04
"[5.76,6)",0,0,4e-04,4e-04
