"","quantity","estimator","value"
"1","mean","PM",0.0680062479057526
"2","mean","CB",0.0680062479057526
"3","mean","GR",0.0681631919267102
"4","mean","ML",0.058483917922425
"5","var","PM",0.525974398450243
"6","var","CB",1.05148092798624
"7","var","GR",0.998446290344306
"8","var","ML",2.51288305389781
"9","var","true",0.947715750785583
"10","SSEL","PM",0.531623754851478
"11","SSEL","CB",0.637294206933995
"12","SSEL","GR",0.651326601376562
"13","SSEL","ML",1.58357628906416
"14","WSSEL","PM",13.2905938712869
"15","WSSEL","CB",15.9323551733499
"16","WSSEL","GR",16.2831650344141
"17","WSSEL","ML",39.589407226604
"18","ISEL","PM",0.0513416071292731
"19","ISEL","CB",0.0345981136289632
"20","ISEL","GR",0.0290154397653477
"21","ISEL","ML",0.0698118666522101
"22","SELrank","PM",0.0571266272189349
"23","SELrank","CB",0.0571266272189349
"24","SELrank","GR",0.0570130177514793
"25","SELrank","ML",0.064810650887574
