"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0045
"[-5.76,-5.52)",0,1e-04,0,0.0067
"[-5.52,-5.28)",0,2e-04,4e-04,0.0049
"[-5.28,-5.04)",0,1e-04,1e-04,0.0078
"[-5.04,-4.8)",0,0,2e-04,0.0091
"[-4.8,-4.56)",0,5e-04,5e-04,0.009
"[-4.56,-4.32)",0,3e-04,6e-04,0.0092
"[-4.32,-4.08)",0,8e-04,6e-04,0.0113
"[-4.08,-3.84)",1e-04,8e-04,6e-04,0.0119
"[-3.84,-3.6)",0,0.001,0.0014,0.0124
"[-3.6,-3.36)",0,7e-04,0.001,0.0132
"[-3.36,-3.12)",0,0.002,0.0018,0.0168
"[-3.12,-2.88)",0,0.0019,0.0026,0.0152
"[-2.88,-2.64)",2e-04,0.0028,0.0034,0.0228
"[-2.64,-2.4)",2e-04,0.0031,0.004,0.0185
"[-2.4,-2.16)",4e-04,0.005,0.0066,0.0221
"[-2.16,-1.92)",7e-04,0.0082,0.0077,0.0226
"[-1.92,-1.68)",0.0018,0.0117,0.01,0.0242
"[-1.68,-1.44)",0.0019,0.0185,0.0143,0.0275
"[-1.44,-1.2)",0.005,0.0254,0.0202,0.0281
"[-1.2,-0.96)",0.0077,0.0347,0.0291,0.0278
"[-0.96,-0.72)",0.0208,0.0562,0.049,0.0264
"[-0.72,-0.48)",0.0806,0.0826,0.0793,0.0313
"[-0.48,-0.24)",0.1496,0.109,0.1172,0.0279
"[-0.24,0)",0.2097,0.1277,0.1444,0.0305
"[0,0.24)",0.2365,0.1339,0.1465,0.0266
"[0.24,0.48)",0.1857,0.115,0.1221,0.0315
"[0.48,0.72)",0.057,0.087,0.0826,0.0254
"[0.72,0.96)",0.0234,0.0555,0.0485,0.0292
"[0.96,1.2)",0.0083,0.0337,0.0304,0.0277
"[1.2,1.44)",0.0043,0.0224,0.0194,0.025
"[1.44,1.68)",0.0022,0.0169,0.0136,0.0227
"[1.68,1.92)",0.0019,0.0112,0.0107,0.0229
"[1.92,2.16)",5e-04,0.0077,0.008,0.0226
"[2.16,2.4)",4e-04,0.0064,0.0049,0.0235
"[2.4,2.64)",4e-04,0.0037,0.0048,0.0207
"[2.64,2.88)",2e-04,0.0038,0.0031,0.0195
"[2.88,3.12)",1e-04,0.0022,0.0021,0.0181
"[3.12,3.36)",2e-04,0.0019,0.0028,0.0129
"[3.36,3.6)",0,0.0015,9e-04,0.014
"[3.6,3.84)",0,8e-04,9e-04,0.0132
"[3.84,4.08)",0,6e-04,9e-04,0.0119
"[4.08,4.32)",0,3e-04,8e-04,0.0109
"[4.32,4.56)",0,2e-04,5e-04,0.0103
"[4.56,4.8)",0,5e-04,7e-04,0.0094
"[4.8,5.04)",0,1e-04,2e-04,0.0086
"[5.04,5.28)",0,2e-04,2e-04,0.0076
"[5.28,5.52)",1e-04,0,2e-04,0.0065
"[5.52,5.76)",0,2e-04,0,0.005
"[5.76,6)",0,1e-04,0,0.0062
