"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0036,-0.0464
"2","PM",0.1,0.0079,-0.0921
"3","PM",0.25,0.0491,-0.2009
"4","PM",0.75,0.9507,0.2007
"5","PM",0.9,0.9912,0.0912
"6","PM",0.95,0.9961,0.0461
"7","CB",0.05,0.0421,-0.0079
"8","CB",0.1,0.0726,-0.0274
"9","CB",0.25,0.187,-0.063
"10","CB",0.75,0.8175,0.0675
"11","CB",0.9,0.9268,0.0268
"12","CB",0.95,0.9556,0.0056
"13","GR",0.05,0.0443,-0.0057
"14","GR",0.1,0.0684,-0.0316
"15","GR",0.25,0.1665,-0.0835
"16","GR",0.75,0.8336,0.0836
"17","GR",0.9,0.9322,0.0322
"18","GR",0.95,0.956699999999999,0.0067
"19","ML",0.05,0.3095,0.2595
"20","ML",0.1,0.349,0.249
"21","ML",0.25,0.4192,0.1692
"22","ML",0.75,0.5812,-0.1688
"23","ML",0.9,0.6538,-0.2462
"24","ML",0.95,0.6899,-0.2601
