"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0312,-0.0188
"2","PM",0.1,0.0639999999999999,-0.036
"3","PM",0.25,0.1886,-0.0614
"4","PM",0.75,0.8018,0.0518
"5","PM",0.9,0.933999999999999,0.034
"6","PM",0.95,0.9702,0.0202
"7","CB",0.05,0.054,0.004
"8","CB",0.1,0.0983999999999999,-0.0016
"9","CB",0.25,0.2278,-0.0222
"10","CB",0.75,0.757,0.007
"11","CB",0.9,0.8994,-6e-04
"12","CB",0.95,0.945999999999999,-0.004
"13","GR",0.05,0.052,0.002
"14","GR",0.1,0.0978,-0.0022
"15","GR",0.25,0.2352,-0.0148
"16","GR",0.75,0.7542,0.0042
"17","GR",0.9,0.9006,6e-04
"18","GR",0.95,0.9468,-0.0032
"19","ML",0.05,0.0951999999999999,0.0452
"20","ML",0.1,0.1534,0.0534
"21","ML",0.25,0.286,0.036
"22","ML",0.75,0.7044,-0.0456
"23","ML",0.9,0.8366,-0.0634
"24","ML",0.95,0.8982,-0.0518
