"","quantity","estimator","value"
"1","mean","PM",0.0123132584967395
"2","mean","CB",0.0123132584967396
"3","mean","GR",0.0121037581558788
"4","mean","ML",0.0254519953337612
"5","var","PM",0.713727933838731
"6","var","CB",1.04030287748189
"7","var","GR",1.01048853549247
"8","var","ML",1.7733288314675
"9","var","true",0.999368389160136
"10","SSEL","PM",0.31220363803822
"11","SSEL","CB",0.345337487677227
"12","SSEL","GR",0.356787657456943
"13","SSEL","ML",0.742736564169681
"14","WSSEL","PM",15.610181901911
"15","WSSEL","CB",17.2668743838613
"16","WSSEL","GR",17.8393828728471
"17","WSSEL","ML",37.1368282084841
"18","ISEL","PM",0.0148542484306739
"19","ISEL","CB",0.00963665533628462
"20","ISEL","GR",0.0066552001374087
"21","ISEL","ML",0.0210081514908862
"22","SELrank","PM",0.0309345636293733
"23","SELrank","CB",0.0309345636293733
"24","SELrank","GR",0.030721876201461
"25","SELrank","ML",0.0363470972702807
