"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,2e-04
"[-5.04,-4.8)",0,0,0,2e-04
"[-4.8,-4.56)",0,0,0,4e-04
"[-4.56,-4.32)",0,0,0,6e-04
"[-4.32,-4.08)",0,2e-04,0,2e-04
"[-4.08,-3.84)",0,4e-04,2e-04,0.0018
"[-3.84,-3.6)",2e-04,4e-04,0,0.0028
"[-3.6,-3.36)",4e-04,2e-04,2e-04,0.0038
"[-3.36,-3.12)",2e-04,0.0012,8e-04,0.0026
"[-3.12,-2.88)",4e-04,0.002,0.0012,0.0044
"[-2.88,-2.64)",0.0012,0.0032,0.0026,0.0064
"[-2.64,-2.4)",0.0024,0.007,0.0048,0.0102
"[-2.4,-2.16)",0.0042,0.0098,0.011,0.0158
"[-2.16,-1.92)",0.0094,0.0092,0.0108,0.0184
"[-1.92,-1.68)",0.0104,0.0174,0.0172,0.0226
"[-1.68,-1.44)",0.0186,0.0246,0.0274,0.0366
"[-1.44,-1.2)",0.0274,0.037,0.0338,0.0412
"[-1.2,-0.96)",0.0422,0.0428,0.0488,0.0494
"[-0.96,-0.72)",0.0588,0.0586,0.0622,0.0554
"[-0.72,-0.48)",0.083,0.0792,0.0802,0.0686
"[-0.48,-0.24)",0.104,0.0962,0.0932,0.071
"[-0.24,0)",0.1296,0.1034,0.0994,0.0788
"[0,0.24)",0.1264,0.1064,0.1026,0.078
"[0.24,0.48)",0.1114,0.0984,0.094,0.0778
"[0.48,0.72)",0.0864,0.0748,0.0796,0.067
"[0.72,0.96)",0.0618,0.0634,0.0652,0.0606
"[0.96,1.2)",0.0438,0.0482,0.0506,0.0496
"[1.2,1.44)",0.032,0.0386,0.0382,0.0428
"[1.44,1.68)",0.0182,0.0254,0.026,0.034
"[1.68,1.92)",0.0126,0.0186,0.0166,0.0262
"[1.92,2.16)",0.0052,0.0134,0.0132,0.0208
"[2.16,2.4)",0.0052,0.0072,0.009,0.0128
"[2.4,2.64)",8e-04,0.0044,0.0054,0.0112
"[2.64,2.88)",0.0022,0.0034,0.0022,0.0074
"[2.88,3.12)",6e-04,0.0014,0.0014,0.0062
"[3.12,3.36)",4e-04,0.002,0.001,0.0052
"[3.36,3.6)",4e-04,4e-04,6e-04,0.0024
"[3.6,3.84)",0,6e-04,4e-04,0.001
"[3.84,4.08)",0,2e-04,0,0.0018
"[4.08,4.32)",2e-04,2e-04,0,0.001
"[4.32,4.56)",0,0,2e-04,0.001
"[4.56,4.8)",0,2e-04,0,2e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,2e-04
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,2e-04
