"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0348,-0.0152
"2","PM",0.1,0.0572,-0.0428
"3","PM",0.25,0.1296,-0.1204
"4","PM",0.75,0.7928,0.0428
"5","PM",0.9,0.988,0.088
"6","PM",0.95,0.9928,0.0428
"7","CB",0.05,0.1368,0.0868
"8","CB",0.1,0.1796,0.0796
"9","CB",0.25,0.2748,0.0248
"10","CB",0.75,0.6668,-0.0832
"11","CB",0.9,0.9264,0.0264
"12","CB",0.95,0.9504,4e-04
"13","GR",0.05,0.1184,0.0684
"14","GR",0.1,0.158,0.058
"15","GR",0.25,0.2552,0.0052
"16","GR",0.75,0.6828,-0.0672
"17","GR",0.9,0.938,0.038
"18","GR",0.95,0.9612,0.0112
"19","ML",0.05,0.3564,0.3064
"20","ML",0.1,0.38,0.28
"21","ML",0.25,0.4224,0.1724
"22","ML",0.75,0.5608,-0.1892
"23","ML",0.9,0.7176,-0.1824
"24","ML",0.95,0.754400000000001,-0.1956
