"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,8e-04,0.0052
"[-5.76,-5.52)",0,4e-04,8e-04,0.0064
"[-5.52,-5.28)",0,8e-04,4e-04,0.006
"[-5.28,-5.04)",0,4e-04,8e-04,0.004
"[-5.04,-4.8)",0,4e-04,8e-04,0.0064
"[-4.8,-4.56)",0,8e-04,0,0.0116
"[-4.56,-4.32)",0,4e-04,8e-04,0.0108
"[-4.32,-4.08)",0,0.0024,0.0024,0.0104
"[-4.08,-3.84)",0,8e-04,8e-04,0.0116
"[-3.84,-3.6)",0,0.0016,8e-04,0.0112
"[-3.6,-3.36)",0.0012,0.0016,0.0032,0.014
"[-3.36,-3.12)",4e-04,0.0024,0.0016,0.0172
"[-3.12,-2.88)",8e-04,0.0044,0.0028,0.0132
"[-2.88,-2.64)",8e-04,0.0052,0.0056,0.0148
"[-2.64,-2.4)",0.0016,0.0096,0.008,0.0204
"[-2.4,-2.16)",8e-04,0.0136,0.008,0.0204
"[-2.16,-1.92)",0.0024,0.0156,0.0128,0.0284
"[-1.92,-1.68)",0.0036,0.0204,0.0172,0.0264
"[-1.68,-1.44)",0.0104,0.024,0.0248,0.0272
"[-1.44,-1.2)",0.0164,0.0368,0.0312,0.0304
"[-1.2,-0.96)",0.0276,0.0508,0.0496,0.03
"[-0.96,-0.72)",0.0504,0.0712,0.0696,0.0264
"[-0.72,-0.48)",0.1092,0.0804,0.0836,0.0372
"[-0.48,-0.24)",0.16,0.0884,0.0992,0.0332
"[-0.24,0)",0.1676,0.1056,0.1008,0.0312
"[0,0.24)",0.146,0.0868,0.1012,0.0236
"[0.24,0.48)",0.1296,0.0708,0.0876,0.03
"[0.48,0.72)",0.0644,0.0736,0.0728,0.0288
"[0.72,0.96)",0.0472,0.0596,0.0564,0.0288
"[0.96,1.2)",0.0276,0.0432,0.0412,0.0336
"[1.2,1.44)",0.0152,0.0276,0.0308,0.0264
"[1.44,1.68)",0.0044,0.024,0.0196,0.0264
"[1.68,1.92)",0.0032,0.0188,0.0168,0.0276
"[1.92,2.16)",0.0016,0.0156,0.012,0.0196
"[2.16,2.4)",0.0016,0.0104,0.0056,0.02
"[2.4,2.64)",0.0012,0.0096,0.006,0.0156
"[2.64,2.88)",0,0.0044,0.0056,0.016
"[2.88,3.12)",8e-04,0.0032,0.004,0.0152
"[3.12,3.36)",0.0012,0.0032,0.0032,0.0168
"[3.36,3.6)",0,0.0032,0.002,0.0096
"[3.6,3.84)",8e-04,0.0012,0.0012,0.0104
"[3.84,4.08)",8e-04,0.0012,0.0016,0.0072
"[4.08,4.32)",0,8e-04,0.0016,0.0108
"[4.32,4.56)",0,4e-04,4e-04,0.0112
"[4.56,4.8)",0,4e-04,0.0012,0.0096
"[4.8,5.04)",0,8e-04,4e-04,0.0072
"[5.04,5.28)",4e-04,0,0,0.0064
"[5.28,5.52)",0,0,0,0.0068
"[5.52,5.76)",4e-04,4e-04,8e-04,0.0048
"[5.76,6)",0,4e-04,4e-04,0.0056
