"","SEL_PM","SEL_CB","SEL_GR","SEL_ML"
"1",0.910914879872275,1.70140792321673,2.13643838863194,2.00441413091969
"2",0.90016390407777,1.66070271044505,1.52160004163434,1.83282427552514
"3",0.729297894962212,1.34541631094546,1.38005628906646,1.98286838593069
"4",1.1142437736976,2.06387918617929,2.06819205012634,3.12584181086625
"5",1.01391098397214,2.48528599291132,2.5038515510643,4.58242584740136
"6",1.24763900792437,2.48051436013616,2.46104474921224,4.81370458820464
"7",1.33857523381135,2.08528824243135,1.8567389887493,4.79727152703095
"8",1.21574068244504,2.02366166857751,2.0132590249127,4.7173640669581
"9",1.37403120258148,2.03038849593583,1.99399307863426,6.68611676100821
"10",1.12585385317815,1.96808917977898,1.90905392415573,6.78059190610293
"11",1.23895002545795,1.95306216313765,1.90561409618194,8.02485228422154
"12",1.6746050704371,2.53212748541193,2.13361212949203,9.67066549843135
"13",1.59963132151422,2.07245238729001,2.07887068027398,9.40077322615643
"14",1.27943100019148,1.7857230849837,1.59050131864447,9.56938503581418
"15",1.39387655101038,1.89669122873861,1.80580930789159,13.5864758371158
"16",1.09858146341818,1.52727030155711,1.32475137373674,18.4485243294775
"17",1.07022216925282,1.96142004493549,2.11713480234955,19.0324769896193
"18",1.43105624631946,1.98279720621645,1.88080466515969,22.6907573558202
"19",1.28908835965547,1.73555624118049,1.49037318493586,20.2678729721777
"20",1.01257672105057,1.42460161455272,1.34692147862963,28.883325286342
"21",1.28468865956997,1.66261525978526,1.45037748419406,27.6367046437073
"22",1.34379336371863,1.72980581142224,1.49922060778574,36.5423845652441
"23",1.32899133013726,1.57343410048081,1.47939060164736,39.6512576276101
"24",1.06334320432447,1.36432342202566,1.22001515691489,37.9584516279129
"25",1.22021439390626,1.45651573889132,1.26089503632156,54.154234899969
