"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,8e-04
"[-3.36,-3.12)",0,0,0,0.0012
"[-3.12,-2.88)",0,0,0,0.0016
"[-2.88,-2.64)",0,4e-04,0,0.0028
"[-2.64,-2.4)",0,8e-04,0.0016,0.0076
"[-2.4,-2.16)",0.0012,0.0024,0.0032,0.0096
"[-2.16,-1.92)",4e-04,0.0036,0.0076,0.0132
"[-1.92,-1.68)",0.0068,0.0136,0.0176,0.0172
"[-1.68,-1.44)",0.012,0.0252,0.0244,0.032
"[-1.44,-1.2)",0.0276,0.0368,0.0372,0.0456
"[-1.2,-0.96)",0.0456,0.0588,0.058,0.0656
"[-0.96,-0.72)",0.0828,0.0888,0.0796,0.086
"[-0.72,-0.48)",0.1216,0.1128,0.1004,0.092
"[-0.48,-0.24)",0.1292,0.1028,0.1076,0.0892
"[-0.24,0)",0.15,0.1288,0.1064,0.1064
"[0,0.24)",0.1064,0.0924,0.0944,0.07
"[0.24,0.48)",0.0704,0.0624,0.0772,0.05
"[0.48,0.72)",0.0516,0.0492,0.0604,0.0508
"[0.72,0.96)",0.0448,0.0472,0.0488,0.0416
"[0.96,1.2)",0.0372,0.0332,0.0404,0.0356
"[1.2,1.44)",0.034,0.0304,0.036,0.036
"[1.44,1.68)",0.0224,0.0272,0.0268,0.0288
"[1.68,1.92)",0.0188,0.0248,0.026,0.0264
"[1.92,2.16)",0.0172,0.0196,0.016,0.022
"[2.16,2.4)",0.0116,0.0144,0.0124,0.024
"[2.4,2.64)",0.0052,0.0132,0.0088,0.0156
"[2.64,2.88)",0.0024,0.0056,0.006,0.0124
"[2.88,3.12)",8e-04,0.0044,0.0028,0.0044
"[3.12,3.36)",0,8e-04,4e-04,0.0044
"[3.36,3.6)",0,4e-04,0,0.0024
"[3.6,3.84)",0,0,0,0.0028
"[3.84,4.08)",0,0,0,8e-04
"[4.08,4.32)",0,0,0,4e-04
"[4.32,4.56)",0,0,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
