"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0448,-0.0052
"2","PM",0.1,0.0772,-0.0228
"3","PM",0.25,0.1892,-0.0608
"4","PM",0.75,0.722,-0.028
"5","PM",0.9,0.946,0.046
"6","PM",0.95,0.9736,0.0236
"7","CB",0.05,0.0768,0.0268
"8","CB",0.1,0.1184,0.0184
"9","CB",0.25,0.2472,-0.0028
"10","CB",0.75,0.7052,-0.0448
"11","CB",0.9,0.9192,0.0192
"12","CB",0.95,0.950399999999999,4e-04
"13","GR",0.05,0.0856,0.0356
"14","GR",0.1,0.1296,0.0296
"15","GR",0.25,0.2428,-0.0072
"16","GR",0.75,0.6844,-0.0656
"17","GR",0.9,0.9296,0.0296
"18","GR",0.95,0.961199999999999,0.0112
"19","ML",0.05,0.1212,0.0712
"20","ML",0.1,0.1764,0.0764
"21","ML",0.25,0.2968,0.0468
"22","ML",0.75,0.6748,-0.0752
"23","ML",0.9,0.8856,-0.0144
"24","ML",0.95,0.924,-0.026
