"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0504,4e-04
"2","PM",0.1,0.0897999999999999,-0.0102
"3","PM",0.25,0.2006,-0.0494
"4","PM",0.75,0.7042,-0.0458
"5","PM",0.9,0.9654,0.0654
"6","PM",0.95,0.9816,0.0316
"7","CB",0.05,0.0878,0.0378
"8","CB",0.1,0.134,0.034
"9","CB",0.25,0.2444,-0.0056
"10","CB",0.75,0.679,-0.071
"11","CB",0.9,0.9424,0.0424
"12","CB",0.95,0.968,0.018
"13","GR",0.05,0.092,0.042
"14","GR",0.1,0.1382,0.0382
"15","GR",0.25,0.2444,-0.0056
"16","GR",0.75,0.6684,-0.0816
"17","GR",0.9,0.9458,0.0458
"18","GR",0.95,0.9704,0.0204
"19","ML",0.05,0.1414,0.0914
"20","ML",0.1,0.1864,0.0864
"21","ML",0.25,0.2884,0.0384
"22","ML",0.75,0.6466,-0.1034
"23","ML",0.9,0.9114,0.0114
"24","ML",0.95,0.9428,-0.0072
