"","WSEL_PM","WSEL_CB","WSEL_GR","WSEL_ML"
"1",0.0694357502981497,0.229762959156977,0.264338844197723,0.0781276711650098
"2",0.10768314746486,0.299184847855531,0.338392910737447,0.116229537150857
"3",0.117067092352175,0.329015834200612,0.296425035196701,0.132558205104269
"4",0.113457930361529,0.284377373359274,0.354070874512253,0.137022854832746
"5",0.0894448470113915,0.225929802644711,0.25579268648052,0.105648833736043
"6",0.156452631428239,0.332963216099271,0.318214631829954,0.180177966727312
"7",0.17410918983497,0.33180087334406,0.366694419146319,0.188773148378172
"8",0.147646729800995,0.329400123964779,0.358672843618387,0.182933363121172
"9",0.178435200486289,0.404345599924348,0.496443383762588,0.253903642600613
"10",0.201808460873584,0.407228537844085,0.432646279791983,0.269796901397914
"11",0.255767044776786,0.378822479345145,0.376335755165467,0.278715504120678
"12",0.247521068664611,0.366451254000293,0.381486911383373,0.293478017939558
"13",0.202558844891041,0.298915682718753,0.340432977953118,0.234059972689736
"14",0.215724339101636,0.312952853082314,0.305885531103392,0.269366176566633
"15",0.2308003395025,0.406218775280878,0.434260370031829,0.361078077834797
"16",0.290746942595667,0.354452903879424,0.406911109711996,0.341399171625815
"17",0.345264510034923,0.451076483584362,0.495899526155631,0.46117630349882
"18",0.282059860555531,0.40934923509606,0.426167499694002,0.419113979442488
"19",0.285366202698592,0.467564961564223,0.557959262950197,0.528374017042587
"20",0.415128685182746,0.457284632398733,0.554270527805549,0.523363879472797
"21",0.289446687941679,0.467777109208492,0.506771139741308,0.644916508011308
"22",0.672477992632421,0.807932130059208,0.845948859816983,1.036612315696
"23",0.447334069656432,0.558406827664148,0.583485709073018,0.784802082399778
"24",0.415069923947651,0.490901851106997,0.468952780459918,0.722492083511767
"25",0.499876108316392,0.600414557797525,0.613174166626501,0.995615992690382
"26",0.432356289129958,0.555030225997734,0.589679217790321,1.01661816093569
"27",0.37738391912215,0.439406104365898,0.487349103718214,0.896605743450966
"28",0.370058693575312,0.476529630107282,0.461531775823817,1.05595219287861
"29",0.621608287820974,0.709369705014257,0.757106133260892,1.3737335113224
"30",0.686511680846863,0.768805974007757,0.77089046053416,1.51304165559696
"31",0.565882829521648,0.603752897984663,0.631224058079512,1.41798946268962
"32",0.706335002859696,0.85010187357116,0.877919169971337,2.22375640583583
"33",0.75513273099355,0.878652949939599,0.883750343883818,2.08992035395151
"34",0.618831434028397,0.64606384106172,0.668021105394677,2.0599737772233
"35",0.718720896591496,0.790040752646781,0.759545351118498,2.31417190416628
"36",0.684789600906591,0.735749527501158,0.772230716476974,2.24990808329641
"37",0.827458847000823,0.882099984184001,0.918599772948582,3.15334785965436
"38",0.970944839925947,1.00471061766588,1.00775315235166,2.95917958460001
"39",0.742999116400925,0.842963105562852,0.793529755213068,3.2777001490289
"40",0.902238442579455,0.978732617762489,0.950030072424095,4.45170760768706
"41",0.944304548339576,1.04415872043761,1.01647240578597,4.62297414799031
"42",0.790980747113656,0.863407747769129,0.843877265511512,5.69093681502062
"43",0.824591620166253,0.82588539924006,0.85740383187153,4.03261724421981
"44",0.589291339402204,0.630024442522205,0.649722392730843,5.53161173515769
"45",0.805170311889834,0.881089579945405,0.865576700993564,6.01372840731292
"46",0.860753558781013,0.92370780909296,0.91746685555687,7.69491930561934
"47",0.950546912148479,0.957416637853408,0.928552371388777,5.94085339449623
"48",0.97350246418565,1.0255840902965,1.01765714528384,7.8003536602955
"49",1.05286098918721,0.998165489192178,1.03256018475603,8.20290209366453
"50",0.996275603746086,1.08606810576998,1.05901581034316,12.1866131759302
