"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0148,-0.0352
"2","PM",0.1,0.0384,-0.0616
"3","PM",0.25,0.1624,-0.0876
"4","PM",0.75,0.8286,0.0786
"5","PM",0.9,0.9542,0.0542
"6","PM",0.95,0.9812,0.0312
"7","CB",0.05,0.0542,0.0042
"8","CB",0.1,0.0995999999999999,-4e-04
"9","CB",0.25,0.2388,-0.0112
"10","CB",0.75,0.7544,0.0044
"11","CB",0.9,0.8926,-0.0074
"12","CB",0.95,0.9414,-0.0086
"13","GR",0.05,0.053,0.003
"14","GR",0.1,0.1008,8e-04
"15","GR",0.25,0.2502,2e-04
"16","GR",0.75,0.7392,-0.0108
"17","GR",0.9,0.8892,-0.0108
"18","GR",0.95,0.9408,-0.0092
"19","ML",0.05,0.1488,0.0988
"20","ML",0.1,0.1994,0.0994
"21","ML",0.25,0.3248,0.0748
"22","ML",0.75,0.6682,-0.0818
"23","ML",0.9,0.7966,-0.1034
"24","ML",0.95,0.8514,-0.0986
