"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0012
"[-5.76,-5.52)",0,0,0,6e-04
"[-5.52,-5.28)",0,0,0,6e-04
"[-5.28,-5.04)",0,0,0,0.0012
"[-5.04,-4.8)",0,0,0,0.002
"[-4.8,-4.56)",0,0,0,0.0028
"[-4.56,-4.32)",0,2e-04,0,0.0026
"[-4.32,-4.08)",0,0,0,0.0034
"[-4.08,-3.84)",0,2e-04,0,0.0052
"[-3.84,-3.6)",0,4e-04,0,0.0044
"[-3.6,-3.36)",2e-04,6e-04,2e-04,0.0056
"[-3.36,-3.12)",0,0.0016,4e-04,0.0086
"[-3.12,-2.88)",0,0.0016,0.0024,0.0082
"[-2.88,-2.64)",4e-04,0.0028,0.0016,0.0102
"[-2.64,-2.4)",0.0014,0.0064,0.0042,0.0138
"[-2.4,-2.16)",0.002,0.0072,0.0092,0.0198
"[-2.16,-1.92)",0.003,0.0094,0.0124,0.0214
"[-1.92,-1.68)",0.0072,0.0196,0.0192,0.0264
"[-1.68,-1.44)",0.011,0.0266,0.0256,0.0336
"[-1.44,-1.2)",0.023,0.0388,0.0408,0.036
"[-1.2,-0.96)",0.041,0.0456,0.0538,0.0458
"[-0.96,-0.72)",0.0592,0.0632,0.0678,0.0556
"[-0.72,-0.48)",0.0858,0.0776,0.0772,0.058
"[-0.48,-0.24)",0.1174,0.0926,0.0894,0.0598
"[-0.24,0)",0.1446,0.1012,0.0926,0.0658
"[0,0.24)",0.1376,0.1044,0.091,0.0622
"[0.24,0.48)",0.1164,0.0882,0.0864,0.0598
"[0.48,0.72)",0.0914,0.0798,0.0788,0.0606
"[0.72,0.96)",0.0634,0.0652,0.0682,0.0556
"[0.96,1.2)",0.0388,0.046,0.0536,0.044
"[1.2,1.44)",0.025,0.0394,0.0408,0.0422
"[1.44,1.68)",0.0144,0.0258,0.029,0.0334
"[1.68,1.92)",0.0078,0.0184,0.0216,0.0282
"[1.92,2.16)",0.0054,0.0114,0.0136,0.0246
"[2.16,2.4)",0.0024,0.0096,0.0104,0.0188
"[2.4,2.64)",0.001,0.0072,0.004,0.0136
"[2.64,2.88)",0,0.004,0.0048,0.0136
"[2.88,3.12)",0,0.0028,6e-04,0.0104
"[3.12,3.36)",2e-04,0.0012,2e-04,0.0068
"[3.36,3.6)",0,4e-04,2e-04,0.0062
"[3.6,3.84)",0,4e-04,0,0.0028
"[3.84,4.08)",0,0,0,0.0042
"[4.08,4.32)",0,2e-04,0,0.0034
"[4.32,4.56)",0,0,0,0.0024
"[4.56,4.8)",0,0,0,0.0016
"[4.8,5.04)",0,0,0,0.0012
"[5.04,5.28)",0,0,0,0.001
"[5.28,5.52)",0,0,0,0.0018
"[5.52,5.76)",0,0,0,6e-04
"[5.76,6)",0,0,0,8e-04
