"","quantity","estimator","value"
"1","mean","PM",0.0167204299659304
"2","mean","CB",0.0167204299659304
"3","mean","GR",0.0167616771261021
"4","mean","ML",-0.00958887201528065
"5","var","PM",0.513579696514554
"6","var","CB",1.05482327522641
"7","var","GR",1.03342784082381
"8","var","ML",3.20725499568825
"9","var","true",0.973068024922861
"10","SSEL","PM",0.504404286133491
"11","SSEL","CB",0.608000974693457
"12","SSEL","GR",0.625941983803157
"13","SSEL","ML",2.18621705277565
"14","WSSEL","PM",25.2202143066745
"15","WSSEL","CB",30.4000487346729
"16","WSSEL","GR",31.2970991901579
"17","WSSEL","ML",109.310852638782
"18","ISEL","PM",0.0326458039870857
"19","ISEL","CB",0.0172154829605058
"20","ISEL","GR",0.0131408790634613
"21","ISEL","ML",0.0577084427983012
"22","SELrank","PM",0.0527621683967705
"23","SELrank","CB",0.0527621683967705
"24","SELrank","GR",0.0527332564398308
"25","SELrank","ML",0.0639540176855056
