"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,2e-04,0,0
"[-5.28,-5.04)",2e-04,0,2e-04,2e-04
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,2e-04
"[-4.56,-4.32)",0,2e-04,0,0
"[-4.32,-4.08)",2e-04,2e-04,2e-04,2e-04
"[-4.08,-3.84)",2e-04,2e-04,4e-04,8e-04
"[-3.84,-3.6)",4e-04,6e-04,2e-04,6e-04
"[-3.6,-3.36)",6e-04,0.0012,6e-04,6e-04
"[-3.36,-3.12)",0.0012,0.002,0.0014,0.0022
"[-3.12,-2.88)",0.0016,0.0016,0.002,0.0032
"[-2.88,-2.64)",0.0022,0.003,0.002,0.0036
"[-2.64,-2.4)",0.0054,0.004,0.0056,0.0048
"[-2.4,-2.16)",0.004,0.0076,0.0056,0.0066
"[-2.16,-1.92)",0.008,0.0078,0.0092,0.0112
"[-1.92,-1.68)",0.0092,0.0098,0.0122,0.0114
"[-1.68,-1.44)",0.0164,0.0216,0.021,0.0252
"[-1.44,-1.2)",0.025,0.0272,0.029,0.0322
"[-1.2,-0.96)",0.0398,0.0434,0.0444,0.0474
"[-0.96,-0.72)",0.0584,0.0576,0.0616,0.0634
"[-0.72,-0.48)",0.0848,0.084,0.085,0.0858
"[-0.48,-0.24)",0.116,0.1092,0.1026,0.094
"[-0.24,0)",0.1188,0.1108,0.11,0.1014
"[0,0.24)",0.124,0.1146,0.1116,0.0984
"[0.24,0.48)",0.1104,0.1094,0.1042,0.1048
"[0.48,0.72)",0.0856,0.08,0.0834,0.077
"[0.72,0.96)",0.0598,0.0638,0.0644,0.0652
"[0.96,1.2)",0.0478,0.0478,0.0478,0.05
"[1.2,1.44)",0.0294,0.0314,0.0338,0.0354
"[1.44,1.68)",0.0194,0.0216,0.0224,0.0232
"[1.68,1.92)",0.0092,0.0122,0.0128,0.0168
"[1.92,2.16)",0.0056,0.0078,0.0078,0.0098
"[2.16,2.4)",0.0058,0.0052,0.0066,0.0078
"[2.4,2.64)",0.0022,0.004,0.0034,0.0048
"[2.64,2.88)",0.0022,0.0024,0.0022,0.003
"[2.88,3.12)",0.0016,0.0016,0.0016,0.0022
"[3.12,3.36)",0.0012,0.0018,0.0012,0.0018
"[3.36,3.6)",6e-04,0.001,8e-04,0.0012
"[3.6,3.84)",8e-04,4e-04,6e-04,6e-04
"[3.84,4.08)",0,8e-04,2e-04,6e-04
"[4.08,4.32)",4e-04,0,4e-04,4e-04
"[4.32,4.56)",0,4e-04,0,2e-04
"[4.56,4.8)",4e-04,0,4e-04,0
"[4.8,5.04)",2e-04,4e-04,2e-04,4e-04
"[5.04,5.28)",2e-04,2e-04,2e-04,2e-04
"[5.28,5.52)",0,2e-04,0,2e-04
"[5.52,5.76)",2e-04,0,2e-04,0
"[5.76,6)",0,2e-04,0,4e-04
