"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.039,-0.011
"2","PM",0.1,0.0832,-0.0168
"3","PM",0.25,0.225,-0.025
"4","PM",0.75,0.7568,0.0068
"5","PM",0.9,0.9122,0.0122
"6","PM",0.95,0.9608,0.0108
"7","CB",0.05,0.047,-0.003
"8","CB",0.1,0.0954,-0.0046
"9","CB",0.25,0.2416,-0.0084
"10","CB",0.75,0.7446,-0.0054
"11","CB",0.9,0.8954,-0.0046
"12","CB",0.95,0.9518,0.0018
"13","GR",0.05,0.047,-0.003
"14","GR",0.1,0.0973999999999999,-0.0026
"15","GR",0.25,0.2472,-0.0028
"16","GR",0.75,0.7402,-0.0098
"17","GR",0.9,0.8956,-0.0044
"18","GR",0.95,0.950799999999999,8e-04
"19","ML",0.05,0.0592,0.0092
"20","ML",0.1,0.112,0.012
"21","ML",0.25,0.265,0.015
"22","ML",0.75,0.7252,-0.0248
"23","ML",0.9,0.8782,-0.0218
"24","ML",0.95,0.937599999999999,-0.0124
