"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0468,-0.0032
"2","PM",0.1,0.0864,-0.0136
"3","PM",0.25,0.2088,-0.0412
"4","PM",0.75,0.7612,0.0112
"5","PM",0.9,0.9488,0.0488
"6","PM",0.95,0.9708,0.0208
"7","CB",0.05,0.0816,0.0316
"8","CB",0.1,0.1352,0.0352
"9","CB",0.25,0.2532,0.0032
"10","CB",0.75,0.7356,-0.0144
"11","CB",0.9,0.9252,0.0252
"12","CB",0.95,0.9524,0.0024
"13","GR",0.05,0.0916,0.0416
"14","GR",0.1,0.1368,0.0368
"15","GR",0.25,0.25,0
"16","GR",0.75,0.716000000000001,-0.034
"17","GR",0.9,0.9352,0.0352
"18","GR",0.95,0.961999999999999,0.012
"19","ML",0.05,0.14,0.09
"20","ML",0.1,0.1964,0.0964
"21","ML",0.25,0.3048,0.0548
"22","ML",0.75,0.6912,-0.0588
"23","ML",0.9,0.894,-0.006
"24","ML",0.95,0.9304,-0.0196
