"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0059
"[-5.76,-5.52)",0,1e-04,0,0.0058
"[-5.52,-5.28)",0,0,0,0.0075
"[-5.28,-5.04)",0,2e-04,2e-04,0.0071
"[-5.04,-4.8)",0,2e-04,1e-04,0.0072
"[-4.8,-4.56)",0,4e-04,3e-04,0.009
"[-4.56,-4.32)",0,1e-04,1e-04,0.0106
"[-4.32,-4.08)",0,1e-04,8e-04,0.0103
"[-4.08,-3.84)",0,7e-04,4e-04,0.0146
"[-3.84,-3.6)",0,4e-04,9e-04,0.0116
"[-3.6,-3.36)",1e-04,0.0015,0.0013,0.0143
"[-3.36,-3.12)",0,0.0018,0.0019,0.0153
"[-3.12,-2.88)",0,0.002,0.0035,0.0176
"[-2.88,-2.64)",3e-04,0.003,0.0035,0.0198
"[-2.64,-2.4)",3e-04,0.0042,0.0048,0.0202
"[-2.4,-2.16)",3e-04,0.0044,0.0058,0.018
"[-2.16,-1.92)",8e-04,0.0094,0.0084,0.0247
"[-1.92,-1.68)",0.0013,0.012,0.0121,0.0247
"[-1.68,-1.44)",0.0026,0.0166,0.016,0.0259
"[-1.44,-1.2)",0.0041,0.0243,0.0194,0.0293
"[-1.2,-0.96)",0.0088,0.0376,0.0312,0.026
"[-0.96,-0.72)",0.0247,0.0575,0.0477,0.0314
"[-0.72,-0.48)",0.0647,0.0799,0.0775,0.0266
"[-0.48,-0.24)",0.1362,0.1124,0.1149,0.0289
"[-0.24,0)",0.2633,0.1343,0.1462,0.0352
"[0,0.24)",0.2227,0.1359,0.1481,0.0319
"[0.24,0.48)",0.1645,0.1102,0.1192,0.0293
"[0.48,0.72)",0.0673,0.0791,0.079,0.0309
"[0.72,0.96)",0.0194,0.0542,0.0484,0.0284
"[0.96,1.2)",0.0091,0.0377,0.0301,0.0266
"[1.2,1.44)",0.0037,0.0215,0.0208,0.028
"[1.44,1.68)",0.0026,0.0173,0.0143,0.0219
"[1.68,1.92)",0.0014,0.0114,0.0112,0.0241
"[1.92,2.16)",7e-04,0.0073,0.009,0.0211
"[2.16,2.4)",4e-04,0.0056,0.0061,0.0214
"[2.4,2.64)",0,0.0047,0.0047,0.0197
"[2.64,2.88)",4e-04,0.0028,0.0035,0.0186
"[2.88,3.12)",2e-04,0.0017,0.0024,0.0155
"[3.12,3.36)",1e-04,0.0015,0.0014,0.0151
"[3.36,3.6)",0,0.0021,0.0015,0.0124
"[3.6,3.84)",0,8e-04,0.0014,0.0144
"[3.84,4.08)",0,5e-04,5e-04,0.0121
"[4.08,4.32)",0,7e-04,6e-04,0.0108
"[4.32,4.56)",0,7e-04,2e-04,0.0085
"[4.56,4.8)",0,3e-04,2e-04,0.0096
"[4.8,5.04)",0,4e-04,1e-04,0.0065
"[5.04,5.28)",0,2e-04,0,0.0085
"[5.28,5.52)",0,1e-04,1e-04,0.007
"[5.52,5.76)",0,1e-04,1e-04,0.0077
"[5.76,6)",0,0,0,0.0045
