"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0085,-0.0415
"2","PM",0.1,0.0155,-0.0845
"3","PM",0.25,0.0505,-0.1995
"4","PM",0.75,0.8471,0.0971
"5","PM",0.9,0.9969,0.0969
"6","PM",0.95,0.9988,0.0488
"7","CB",0.05,0.0768,0.0268
"8","CB",0.1,0.1049,0.0049
"9","CB",0.25,0.1885,-0.0615
"10","CB",0.75,0.7082,-0.0418
"11","CB",0.9,0.96,0.06
"12","CB",0.95,0.975,0.025
"13","GR",0.05,0.0765,0.0265
"14","GR",0.1,0.1003,3e-04
"15","GR",0.25,0.1681,-0.0819
"16","GR",0.75,0.7199,-0.0301
"17","GR",0.9,0.9579,0.0579
"18","GR",0.95,0.9739,0.0239
"19","ML",0.05,0.3545,0.3045
"20","ML",0.1,0.3771,0.2771
"21","ML",0.25,0.4208,0.1708
"22","ML",0.75,0.5569,-0.1931
"23","ML",0.9,0.7066,-0.1934
"24","ML",0.95,0.7407,-0.2093
