"","quantity","estimator","value"
"1","mean","PM",-0.00192027632107556
"2","mean","CB",-0.00192027632107555
"3","mean","GR",-0.00192849202515497
"4","mean","ML",-0.0439470936490749
"5","var","PM",0.117264706707136
"6","var","CB",0.873142118142298
"7","var","GR",0.851184941777998
"8","var","ML",16.0893315044536
"9","var","true",0.999405930815384
"10","SSEL","PM",0.998219105207583
"11","SSEL","CB",1.33395332777985
"12","SSEL","GR",1.33457985996846
"13","SSEL","ML",15.1646834681355
"14","WSSEL","PM",99.8219105207583
"15","WSSEL","CB",133.395332777985
"16","WSSEL","GR",133.457985996846
"17","WSSEL","ML",1516.46834681355
"18","ISEL","PM",0.174820979092336
"19","ISEL","CB",0.0624968364538701
"20","ISEL","GR",0.0696627105528967
"21","ISEL","ML",0.379966168121886
"22","SELrank","PM",0.113206803254583
"23","SELrank","CB",0.113206803254583
"24","SELrank","GR",0.113616625820998
"25","SELrank","ML",0.119378119792177
