"","quantity","estimator","value"
"1","mean","PM",0.0308859522198524
"2","mean","CB",0.0308859522198524
"3","mean","GR",0.0307827575140557
"4","mean","ML",0.011887253565579
"5","var","PM",0.436804787156863
"6","var","CB",2.73854409383683
"7","var","GR",2.66773549638911
"8","var","ML",11.211835813967
"9","var","true",1.03663968128616
"10","SSEL","PM",1.42374520720022
"11","SSEL","CB",3.06367910632023
"12","SSEL","GR",3.00220027138095
"13","SSEL","ML",10.1335383177152
"14","WSSEL","PM",71.1872603600111
"15","WSSEL","CB",153.183955316012
"16","WSSEL","GR",150.110013569047
"17","WSSEL","ML",506.676915885758
"18","ISEL","PM",0.168238865481186
"19","ISEL","CB",0.130905354035799
"20","ISEL","GR",0.118250992626933
"21","ISEL","ML",0.363988523739059
"22","SELrank","PM",0.114985467128028
"23","SELrank","CB",0.114985467128028
"24","SELrank","GR",0.114888735101884
"25","SELrank","ML",0.115080815071126
