"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0304,-0.0196
"2","PM",0.1,0.0702,-0.0298
"3","PM",0.25,0.2262,-0.0238
"4","PM",0.75,0.7528,0.0028
"5","PM",0.9,0.9206,0.0206
"6","PM",0.95,0.9666,0.0166
"7","CB",0.05,0.17,0.12
"8","CB",0.1,0.2274,0.1274
"9","CB",0.25,0.3384,0.0884
"10","CB",0.75,0.6434,-0.1066
"11","CB",0.9,0.7636,-0.1364
"12","CB",0.95,0.8218,-0.1282
"13","GR",0.05,0.1598,0.1098
"14","GR",0.1,0.2142,0.1142
"15","GR",0.25,0.332,0.082
"16","GR",0.75,0.6526,-0.0974
"17","GR",0.9,0.7754,-0.1246
"18","GR",0.95,0.8332,-0.1168
"19","ML",0.05,0.308,0.258
"20","ML",0.1,0.3492,0.2492
"21","ML",0.25,0.4214,0.1714
"22","ML",0.75,0.581,-0.169
"23","ML",0.9,0.6508,-0.2492
"24","ML",0.95,0.6892,-0.2608
