"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,2e-04,4e-04,0.007
"[-5.76,-5.52)",0,2e-04,2e-04,0.006
"[-5.52,-5.28)",0,4e-04,2e-04,0.0076
"[-5.28,-5.04)",0,2e-04,0.0012,0.01
"[-5.04,-4.8)",0,0.0012,0.0014,0.0106
"[-4.8,-4.56)",0,0.001,0.002,0.0104
"[-4.56,-4.32)",0,0.0032,0.0032,0.0106
"[-4.32,-4.08)",0,0.0044,0.0036,0.0128
"[-4.08,-3.84)",2e-04,0.0032,0.0048,0.014
"[-3.84,-3.6)",2e-04,0.006,0.0052,0.0156
"[-3.6,-3.36)",2e-04,0.0068,0.0068,0.018
"[-3.36,-3.12)",4e-04,0.0102,0.008,0.0192
"[-3.12,-2.88)",8e-04,0.0124,0.0118,0.0194
"[-2.88,-2.64)",0.0014,0.0126,0.0128,0.021
"[-2.64,-2.4)",0.0038,0.0206,0.018,0.0202
"[-2.4,-2.16)",0.004,0.0234,0.0206,0.0202
"[-2.16,-1.92)",0.0078,0.0282,0.0236,0.0212
"[-1.92,-1.68)",0.0098,0.0306,0.03,0.0276
"[-1.68,-1.44)",0.0182,0.0352,0.0334,0.026
"[-1.44,-1.2)",0.041,0.0418,0.039,0.0286
"[-1.2,-0.96)",0.0506,0.0434,0.0462,0.0262
"[-0.96,-0.72)",0.073,0.044,0.048,0.0294
"[-0.72,-0.48)",0.081,0.0496,0.055,0.0268
"[-0.48,-0.24)",0.0902,0.0518,0.0548,0.0312
"[-0.24,0)",0.0986,0.0586,0.059,0.031
"[0,0.24)",0.1002,0.0582,0.06,0.0276
"[0.24,0.48)",0.0994,0.056,0.057,0.0274
"[0.48,0.72)",0.0882,0.0514,0.0552,0.026
"[0.72,0.96)",0.0742,0.0476,0.0516,0.0258
"[0.96,1.2)",0.0628,0.0448,0.0464,0.029
"[1.2,1.44)",0.0378,0.0416,0.042,0.0264
"[1.44,1.68)",0.0248,0.0368,0.036,0.0262
"[1.68,1.92)",0.0152,0.0324,0.0302,0.0252
"[1.92,2.16)",0.0082,0.0296,0.027,0.025
"[2.16,2.4)",0.0028,0.0228,0.0214,0.0202
"[2.4,2.64)",0.0034,0.0224,0.0174,0.021
"[2.64,2.88)",6e-04,0.0148,0.0148,0.0184
"[2.88,3.12)",0,0.0132,0.011,0.0198
"[3.12,3.36)",2e-04,0.0088,0.0106,0.0174
"[3.36,3.6)",4e-04,0.009,0.0064,0.0168
"[3.6,3.84)",4e-04,0.0056,0.0058,0.0156
"[3.84,4.08)",0,0.0048,0.0042,0.0158
"[4.08,4.32)",0,0.0016,0.004,0.0128
"[4.32,4.56)",2e-04,0.0032,0.0034,0.012
"[4.56,4.8)",0,0.0018,0.0018,0.0084
"[4.8,5.04)",0,0.0012,0.0016,0.0138
"[5.04,5.28)",0,4e-04,0.001,0.0086
"[5.28,5.52)",0,8e-04,2e-04,0.007
"[5.52,5.76)",0,6e-04,8e-04,0.0066
"[5.76,6)",0,6e-04,2e-04,0.0056
