"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0222,-0.0278
"2","PM",0.1,0.0564,-0.0436
"3","PM",0.25,0.2102,-0.0398
"4","PM",0.75,0.8408,0.0908
"5","PM",0.9,0.9686,0.0686
"6","PM",0.95,0.9896,0.0396
"7","CB",0.05,0.1202,0.0702
"8","CB",0.1,0.1772,0.0772
"9","CB",0.25,0.3146,0.0646
"10","CB",0.75,0.717,-0.033
"11","CB",0.9,0.8436,-0.0564
"12","CB",0.95,0.8922,-0.0578
"13","GR",0.05,0.1262,0.0762
"14","GR",0.1,0.183,0.083
"15","GR",0.25,0.3166,0.0666
"16","GR",0.75,0.711,-0.039
"17","GR",0.9,0.8418,-0.0582
"18","GR",0.95,0.895,-0.055
"19","ML",0.05,0.3038,0.2538
"20","ML",0.1,0.342,0.242
"21","ML",0.25,0.418,0.168
"22","ML",0.75,0.593,-0.157
"23","ML",0.9,0.6658,-0.2342
"24","ML",0.95,0.7052,-0.2448
