"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,6e-04,0,0.004
"[-5.76,-5.52)",0,4e-04,2e-04,0.0084
"[-5.52,-5.28)",0,2e-04,0,0.0056
"[-5.28,-5.04)",0,0,0,0.007
"[-5.04,-4.8)",0,0.0016,4e-04,0.007
"[-4.8,-4.56)",0,6e-04,0.0016,0.0088
"[-4.56,-4.32)",0,2e-04,0.001,0.009
"[-4.32,-4.08)",0,0.0024,0.001,0.0094
"[-4.08,-3.84)",0,0.0026,0.0032,0.012
"[-3.84,-3.6)",0,0.0054,0.0038,0.0106
"[-3.6,-3.36)",4e-04,0.004,0.0034,0.01
"[-3.36,-3.12)",2e-04,0.0078,0.0066,0.0144
"[-3.12,-2.88)",0,0.0056,0.0078,0.0148
"[-2.88,-2.64)",4e-04,0.0092,0.0104,0.0178
"[-2.64,-2.4)",0.0018,0.0112,0.0144,0.017
"[-2.4,-2.16)",0.0026,0.0188,0.018,0.0174
"[-2.16,-1.92)",0.0056,0.0172,0.022,0.0206
"[-1.92,-1.68)",0.0094,0.0258,0.0278,0.0246
"[-1.68,-1.44)",0.0174,0.037,0.0344,0.0254
"[-1.44,-1.2)",0.0318,0.045,0.0418,0.0242
"[-1.2,-0.96)",0.0508,0.0506,0.0504,0.0292
"[-0.96,-0.72)",0.0758,0.0582,0.0568,0.0306
"[-0.72,-0.48)",0.0918,0.0664,0.0652,0.0334
"[-0.48,-0.24)",0.1156,0.0678,0.0694,0.0272
"[-0.24,0)",0.1162,0.0764,0.075,0.0324
"[0,0.24)",0.1234,0.0752,0.0736,0.0298
"[0.24,0.48)",0.1194,0.07,0.0694,0.0316
"[0.48,0.72)",0.092,0.0684,0.0646,0.0326
"[0.72,0.96)",0.0652,0.0574,0.0566,0.0304
"[0.96,1.2)",0.0398,0.043,0.0478,0.03
"[1.2,1.44)",0.0214,0.0406,0.04,0.0254
"[1.44,1.68)",0.0094,0.0268,0.0322,0.0262
"[1.68,1.92)",0.0044,0.0274,0.0254,0.0226
"[1.92,2.16)",0.0026,0.0186,0.0188,0.0226
"[2.16,2.4)",0.0014,0.0152,0.0156,0.0194
"[2.4,2.64)",6e-04,0.0096,0.012,0.02
"[2.64,2.88)",0,0.0088,0.0076,0.0144
"[2.88,3.12)",2e-04,0.008,0.0064,0.0152
"[3.12,3.36)",0,0.004,0.0062,0.014
"[3.36,3.6)",2e-04,0.0042,0.0026,0.0136
"[3.6,3.84)",2e-04,0.002,0.0028,0.0114
"[3.84,4.08)",0,0.0022,0.0018,0.0094
"[4.08,4.32)",0,8e-04,4e-04,0.0114
"[4.32,4.56)",0,6e-04,0.001,0.0094
"[4.56,4.8)",0,0.0012,2e-04,0.0074
"[4.8,5.04)",0,4e-04,2e-04,0.0076
"[5.04,5.28)",0,0,2e-04,0.0068
"[5.28,5.52)",0,0,0,0.0048
"[5.52,5.76)",0,0,0,0.0054
"[5.76,6)",0,0,0,0.0048
