"","quantity","truth","N","ICC","rsr","assumed","estimator","value"
"5520","mean","Bimodal","N = 100","I = 0.1","R = 10","DP-Inform","GR",0.00125963258860072
"5521","mean","Bimodal","N = 100","I = 0.5","R = 1","Gaussian","ML",0.00101279927422925
"5522","mean","Bimodal","N = 100","I = 0.5","R = 1","Gaussian","PM",0.000914209022065123
"5523","mean","Bimodal","N = 100","I = 0.5","R = 1","Gaussian","CB",0.00091420902206512
"5524","mean","Bimodal","N = 100","I = 0.5","R = 1","Gaussian","GR",0.00085012808177214
"5525","mean","Bimodal","N = 100","I = 0.5","R = 1","T","ML",0.00101279927422925
"5526","mean","Bimodal","N = 100","I = 0.5","R = 1","T","PM",0.000981500873033396
"5527","mean","Bimodal","N = 100","I = 0.5","R = 1","T","CB",0.000981500873033396
"5528","mean","Bimodal","N = 100","I = 0.5","R = 1","T","GR",0.000848662532748261
"5529","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-diffuse","ML",0.00101279927422925
"5530","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-diffuse","PM",0.000672770554972695
"5531","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-diffuse","CB",0.000672770554972692
"5532","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-diffuse","GR",0.00065260685932403
"5533","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-Inform","ML",0.00101279927422925
"5534","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-Inform","PM",0.00180782277942618
"5535","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-Inform","CB",0.00180782277942618
"5536","mean","Bimodal","N = 100","I = 0.5","R = 1","DP-Inform","GR",0.00183025667404571
"5537","mean","Bimodal","N = 100","I = 0.5","R = 5","Gaussian","ML",-0.0380364076015045
"5538","mean","Bimodal","N = 100","I = 0.5","R = 5","Gaussian","PM",-0.029448887478907
"5539","mean","Bimodal","N = 100","I = 0.5","R = 5","Gaussian","CB",-0.029448887478907
"5540","mean","Bimodal","N = 100","I = 0.5","R = 5","Gaussian","GR",-0.0294381649108612
"5541","mean","Bimodal","N = 100","I = 0.5","R = 5","T","ML",-0.0380364076015045
"5542","mean","Bimodal","N = 100","I = 0.5","R = 5","T","PM",-0.0340558636132237
"5543","mean","Bimodal","N = 100","I = 0.5","R = 5","T","CB",-0.0340558636132237
"5544","mean","Bimodal","N = 100","I = 0.5","R = 5","T","GR",-0.0340588675253348
"5545","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-diffuse","ML",-0.0380364076015045
"5546","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-diffuse","PM",-0.0395685049181589
"5547","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-diffuse","CB",-0.0395685049181589
"5548","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-diffuse","GR",-0.0395102730989517
"5549","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-Inform","ML",-0.0380364076015045
"5550","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-Inform","PM",-0.0296160572691093
"5551","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-Inform","CB",-0.0296160572691093
"5552","mean","Bimodal","N = 100","I = 0.5","R = 5","DP-Inform","GR",-0.029773674045789
"5553","mean","Bimodal","N = 100","I = 0.5","R = 10","Gaussian","ML",-0.0168969114374131
"5554","mean","Bimodal","N = 100","I = 0.5","R = 10","Gaussian","PM",-0.0134650736281114
"5555","mean","Bimodal","N = 100","I = 0.5","R = 10","Gaussian","CB",-0.0134650736281114
"5556","mean","Bimodal","N = 100","I = 0.5","R = 10","Gaussian","GR",-0.0134399793862259
"5557","mean","Bimodal","N = 100","I = 0.5","R = 10","T","ML",-0.0168969114374131
"5558","mean","Bimodal","N = 100","I = 0.5","R = 10","T","PM",-0.0226270326199081
"5559","mean","Bimodal","N = 100","I = 0.5","R = 10","T","CB",-0.0226270326199081
"5560","mean","Bimodal","N = 100","I = 0.5","R = 10","T","GR",-0.0226154392716642
"5561","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-diffuse","ML",-0.0168969114374131
"5562","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-diffuse","PM",-0.0165324987233073
"5563","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-diffuse","CB",-0.0165324987233073
"5564","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-diffuse","GR",-0.016453580071277
"5565","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-Inform","ML",-0.0168969114374131
"5566","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-Inform","PM",-0.0105145901954786
"5567","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-Inform","CB",-0.0105145901954786
"5568","mean","Bimodal","N = 100","I = 0.5","R = 10","DP-Inform","GR",-0.0105362227325179
"5569","mean","Bimodal","N = 100","I = 0.9","R = 1","Gaussian","ML",-0.0134187078305224
"5570","mean","Bimodal","N = 100","I = 0.9","R = 1","Gaussian","PM",-0.013472051248829
"5571","mean","Bimodal","N = 100","I = 0.9","R = 1","Gaussian","CB",-0.013472051248829
"5572","mean","Bimodal","N = 100","I = 0.9","R = 1","Gaussian","GR",-0.0134856108862662
"5573","mean","Bimodal","N = 100","I = 0.9","R = 1","T","ML",-0.0134187078305224
"5574","mean","Bimodal","N = 100","I = 0.9","R = 1","T","PM",-0.0134829698987788
"5575","mean","Bimodal","N = 100","I = 0.9","R = 1","T","CB",-0.0134829698987788
"5576","mean","Bimodal","N = 100","I = 0.9","R = 1","T","GR",-0.0135021659615106
"5577","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-diffuse","ML",-0.0134187078305224
"5578","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-diffuse","PM",-0.0140642084246822
"5579","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-diffuse","CB",-0.0140642084246822
"5580","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-diffuse","GR",-0.0140838657492136
"5581","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-Inform","ML",-0.0134187078305224
"5582","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-Inform","PM",-0.0133230478701313
"5583","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-Inform","CB",-0.0133230478701313
"5584","mean","Bimodal","N = 100","I = 0.9","R = 1","DP-Inform","GR",-0.0133203765786714
"5585","mean","Bimodal","N = 100","I = 0.9","R = 5","Gaussian","ML",-0.0132984057406625
"5586","mean","Bimodal","N = 100","I = 0.9","R = 5","Gaussian","PM",-0.0124712572829357
"5587","mean","Bimodal","N = 100","I = 0.9","R = 5","Gaussian","CB",-0.0124712572829357
"5588","mean","Bimodal","N = 100","I = 0.9","R = 5","Gaussian","GR",-0.0124369967284922
"5589","mean","Bimodal","N = 100","I = 0.9","R = 5","T","ML",-0.0132984057406625
"5590","mean","Bimodal","N = 100","I = 0.9","R = 5","T","PM",-0.0140667917315912
"5591","mean","Bimodal","N = 100","I = 0.9","R = 5","T","CB",-0.0140667917315912
"5592","mean","Bimodal","N = 100","I = 0.9","R = 5","T","GR",-0.0140499292620775
"5593","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-diffuse","ML",-0.0132984057406625
"5594","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-diffuse","PM",-0.0120436973861067
"5595","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-diffuse","CB",-0.0120436973861067
"5596","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-diffuse","GR",-0.01200033598259
"5597","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-Inform","ML",-0.0132984057406625
"5598","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-Inform","PM",-0.0109492535961132
"5599","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-Inform","CB",-0.0109492535961132
"5600","mean","Bimodal","N = 100","I = 0.9","R = 5","DP-Inform","GR",-0.0109565925201493
"5601","mean","Bimodal","N = 100","I = 0.9","R = 10","Gaussian","ML",0.00100329264342513
"5602","mean","Bimodal","N = 100","I = 0.9","R = 10","Gaussian","PM",-0.000272875038691815
"5603","mean","Bimodal","N = 100","I = 0.9","R = 10","Gaussian","CB",-0.000272875038691815
"5604","mean","Bimodal","N = 100","I = 0.9","R = 10","Gaussian","GR",-0.000193356103980668
"5605","mean","Bimodal","N = 100","I = 0.9","R = 10","T","ML",0.00100329264342513
"5606","mean","Bimodal","N = 100","I = 0.9","R = 10","T","PM",-0.00446252558140168
"5607","mean","Bimodal","N = 100","I = 0.9","R = 10","T","CB",-0.00446252558140168
"5608","mean","Bimodal","N = 100","I = 0.9","R = 10","T","GR",-0.00446509287734604
"5609","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-diffuse","ML",0.00100329264342513
"5610","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-diffuse","PM",0.000873710259135065
"5611","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-diffuse","CB",0.000873710259135065
"5612","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-diffuse","GR",0.000958666136940703
"5613","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-Inform","ML",0.00100329264342513
"5614","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-Inform","PM",-0.000337510714503615
"5615","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-Inform","CB",-0.000337510714503616
"5616","mean","Bimodal","N = 100","I = 0.9","R = 10","DP-Inform","GR",-0.000406146741851239
"5617","mean","Bimodal","N = 200","I = 0.1","R = 1","Gaussian","ML",-0.00846932218457199
"5618","mean","Bimodal","N = 200","I = 0.1","R = 1","Gaussian","PM",-0.00862128719889378
"5619","mean","Bimodal","N = 200","I = 0.1","R = 1","Gaussian","CB",-0.00862128719889376
"5620","mean","Bimodal","N = 200","I = 0.1","R = 1","Gaussian","GR",-0.00862281513973911
"5621","mean","Bimodal","N = 200","I = 0.1","R = 1","T","ML",-0.00846932218457199
"5622","mean","Bimodal","N = 200","I = 0.1","R = 1","T","PM",-0.00845288410017423
"5623","mean","Bimodal","N = 200","I = 0.1","R = 1","T","CB",-0.00845288410017421
"5624","mean","Bimodal","N = 200","I = 0.1","R = 1","T","GR",-0.00848236821643826
"5625","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-diffuse","ML",-0.00846932218457199
"5626","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-diffuse","PM",-0.0264593709657137
"5627","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-diffuse","CB",-0.0264593709657137
"5628","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-diffuse","GR",-0.0264534549647868
"5629","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-Inform","ML",-0.00846932218457199
"5630","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-Inform","PM",-0.00849234545700701
"5631","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-Inform","CB",-0.00849234545700701
"5632","mean","Bimodal","N = 200","I = 0.1","R = 1","DP-Inform","GR",-0.00848849350903296
"5633","mean","Bimodal","N = 200","I = 0.1","R = 5","Gaussian","ML",-0.00668561813070341
"5634","mean","Bimodal","N = 200","I = 0.1","R = 5","Gaussian","PM",0.0163490570321653
"5635","mean","Bimodal","N = 200","I = 0.1","R = 5","Gaussian","CB",0.0163490570321653
"5636","mean","Bimodal","N = 200","I = 0.1","R = 5","Gaussian","GR",0.0163446218581268
"5637","mean","Bimodal","N = 200","I = 0.1","R = 5","T","ML",-0.00668561813070341
"5638","mean","Bimodal","N = 200","I = 0.1","R = 5","T","PM",0.0175757038565108
"5639","mean","Bimodal","N = 200","I = 0.1","R = 5","T","CB",0.0175757038565108
"5640","mean","Bimodal","N = 200","I = 0.1","R = 5","T","GR",0.0175315133717587
"5641","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-diffuse","ML",-0.00668561813070341
"5642","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-diffuse","PM",0.0199412643734998
"5643","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-diffuse","CB",0.0199412643734998
"5644","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-diffuse","GR",0.0199528353875892
"5645","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-Inform","ML",-0.00668561813070341
"5646","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-Inform","PM",0.0183185943376185
"5647","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-Inform","CB",0.0183185943376185
"5648","mean","Bimodal","N = 200","I = 0.1","R = 5","DP-Inform","GR",0.0183110943159485
"5649","mean","Bimodal","N = 200","I = 0.1","R = 10","Gaussian","ML",0.0281766370452509
"5650","mean","Bimodal","N = 200","I = 0.1","R = 10","Gaussian","PM",0.0232964202093351
"5651","mean","Bimodal","N = 200","I = 0.1","R = 10","Gaussian","CB",0.0232964202093351
"5652","mean","Bimodal","N = 200","I = 0.1","R = 10","Gaussian","GR",0.0232944766629512
"5653","mean","Bimodal","N = 200","I = 0.1","R = 10","T","ML",0.0281766370452509
"5654","mean","Bimodal","N = 200","I = 0.1","R = 10","T","PM",0.0213499089268972
"5655","mean","Bimodal","N = 200","I = 0.1","R = 10","T","CB",0.0213499089268972
"5656","mean","Bimodal","N = 200","I = 0.1","R = 10","T","GR",0.0213399984288355
"5657","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-diffuse","ML",0.0281766370452509
"5658","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-diffuse","PM",0.0506658362968662
"5659","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-diffuse","CB",0.0506658362968662
"5660","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-diffuse","GR",0.050668661086511
"5661","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-Inform","ML",0.0281766370452509
"5662","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-Inform","PM",0.0252388318334703
"5663","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-Inform","CB",0.0252388318334703
"5664","mean","Bimodal","N = 200","I = 0.1","R = 10","DP-Inform","GR",0.025294673902052
"5665","mean","Bimodal","N = 200","I = 0.5","R = 1","Gaussian","ML",0.00463353690706531
"5666","mean","Bimodal","N = 200","I = 0.5","R = 1","Gaussian","PM",0.00489285909154391
"5667","mean","Bimodal","N = 200","I = 0.5","R = 1","Gaussian","CB",0.00489285909154391
"5668","mean","Bimodal","N = 200","I = 0.5","R = 1","Gaussian","GR",0.00487478872011482
"5669","mean","Bimodal","N = 200","I = 0.5","R = 1","T","ML",0.00463353690706531
"5670","mean","Bimodal","N = 200","I = 0.5","R = 1","T","PM",0.00440502157452192
"5671","mean","Bimodal","N = 200","I = 0.5","R = 1","T","CB",0.00440502157452192
"5672","mean","Bimodal","N = 200","I = 0.5","R = 1","T","GR",0.00435887650198279
"5673","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-diffuse","ML",0.00463353690706531
"5674","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-diffuse","PM",0.00655478900427572
"5675","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-diffuse","CB",0.00655478900427572
"5676","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-diffuse","GR",0.00656205622287677
"5677","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-Inform","ML",0.00463353690706531
"5678","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-Inform","PM",0.00510112125645051
"5679","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-Inform","CB",0.00510112125645051
"5680","mean","Bimodal","N = 200","I = 0.5","R = 1","DP-Inform","GR",0.00515132948328323
"5681","mean","Bimodal","N = 200","I = 0.5","R = 5","Gaussian","ML",0.00351407734097642
"5682","mean","Bimodal","N = 200","I = 0.5","R = 5","Gaussian","PM",0.00218327555464425
"5683","mean","Bimodal","N = 200","I = 0.5","R = 5","Gaussian","CB",0.00218327555464425
"5684","mean","Bimodal","N = 200","I = 0.5","R = 5","Gaussian","GR",0.00219249719359503
"5685","mean","Bimodal","N = 200","I = 0.5","R = 5","T","ML",0.00351407734097642
"5686","mean","Bimodal","N = 200","I = 0.5","R = 5","T","PM",-0.00266241983965692
"5687","mean","Bimodal","N = 200","I = 0.5","R = 5","T","CB",-0.00266241983965692
"5688","mean","Bimodal","N = 200","I = 0.5","R = 5","T","GR",-0.00268201614341296
"5689","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-diffuse","ML",0.00351407734097642
"5690","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-diffuse","PM",0.00758891254766483
"5691","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-diffuse","CB",0.00758891254766483
"5692","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-diffuse","GR",0.00761154029221032
"5693","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-Inform","ML",0.00351407734097642
"5694","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-Inform","PM",0.00561756599763057
"5695","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-Inform","CB",0.00561756599763056
"5696","mean","Bimodal","N = 200","I = 0.5","R = 5","DP-Inform","GR",0.00560207933078777
"5697","mean","Bimodal","N = 200","I = 0.5","R = 10","Gaussian","ML",-0.0261571610189008
"5698","mean","Bimodal","N = 200","I = 0.5","R = 10","Gaussian","PM",-0.0209181562483494
"5699","mean","Bimodal","N = 200","I = 0.5","R = 10","Gaussian","CB",-0.0209181562483494
"5700","mean","Bimodal","N = 200","I = 0.5","R = 10","Gaussian","GR",-0.0208928363694773
"5701","mean","Bimodal","N = 200","I = 0.5","R = 10","T","ML",-0.0261571610189008
"5702","mean","Bimodal","N = 200","I = 0.5","R = 10","T","PM",-0.0314884169940519
"5703","mean","Bimodal","N = 200","I = 0.5","R = 10","T","CB",-0.0314884169940519
"5704","mean","Bimodal","N = 200","I = 0.5","R = 10","T","GR",-0.0314925790937877
"5705","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-diffuse","ML",-0.0261571610189008
"5706","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-diffuse","PM",-0.032723405296051
"5707","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-diffuse","CB",-0.032723405296051
"5708","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-diffuse","GR",-0.0326592648429983
"5709","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-Inform","ML",-0.0261571610189008
"5710","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-Inform","PM",-0.0173454386040315
"5711","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-Inform","CB",-0.0173454386040315
"5712","mean","Bimodal","N = 200","I = 0.5","R = 10","DP-Inform","GR",-0.0172474358907791
"5713","mean","Bimodal","N = 200","I = 0.9","R = 1","Gaussian","ML",0.00884584115878594
"5714","mean","Bimodal","N = 200","I = 0.9","R = 1","Gaussian","PM",0.00892162032623805
"5715","mean","Bimodal","N = 200","I = 0.9","R = 1","Gaussian","CB",0.00892162032623805
"5716","mean","Bimodal","N = 200","I = 0.9","R = 1","Gaussian","GR",0.00892289959507606
"5717","mean","Bimodal","N = 200","I = 0.9","R = 1","T","ML",0.00884584115878594
"5718","mean","Bimodal","N = 200","I = 0.9","R = 1","T","PM",0.00884064001831301
"5719","mean","Bimodal","N = 200","I = 0.9","R = 1","T","CB",0.00884064001831301
"5720","mean","Bimodal","N = 200","I = 0.9","R = 1","T","GR",0.00883459020623048
"5721","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-diffuse","ML",0.00884584115878594
"5722","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-diffuse","PM",0.00923510149577208
"5723","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-diffuse","CB",0.00923510149577208
"5724","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-diffuse","GR",0.00923407906984155
"5725","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-Inform","ML",0.00884584115878594
"5726","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-Inform","PM",0.00892178494543884
"5727","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-Inform","CB",0.00892178494543884
"5728","mean","Bimodal","N = 200","I = 0.9","R = 1","DP-Inform","GR",0.0089423028060659
"5729","mean","Bimodal","N = 200","I = 0.9","R = 5","Gaussian","ML",0.00252774294857336
"5730","mean","Bimodal","N = 200","I = 0.9","R = 5","Gaussian","PM",0.00188723818019314
"5731","mean","Bimodal","N = 200","I = 0.9","R = 5","Gaussian","CB",0.00188723818019314
"5732","mean","Bimodal","N = 200","I = 0.9","R = 5","Gaussian","GR",0.00191337023182951
"5733","mean","Bimodal","N = 200","I = 0.9","R = 5","T","ML",0.00252774294857336
"5734","mean","Bimodal","N = 200","I = 0.9","R = 5","T","PM",-0.000214864203725982
"5735","mean","Bimodal","N = 200","I = 0.9","R = 5","T","CB",-0.000214864203725983
"5736","mean","Bimodal","N = 200","I = 0.9","R = 5","T","GR",-0.000199278152861745
"5737","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-diffuse","ML",0.00252774294857336
"5738","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-diffuse","PM",0.00290729414952755
"5739","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-diffuse","CB",0.00290729414952755
"5740","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-diffuse","GR",0.00293905082942011
"5741","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-Inform","ML",0.00252774294857336
"5742","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-Inform","PM",0.00260455788872203
"5743","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-Inform","CB",0.00260455788872203
"5744","mean","Bimodal","N = 200","I = 0.9","R = 5","DP-Inform","GR",0.00262451087578947
"5745","mean","Bimodal","N = 200","I = 0.9","R = 10","Gaussian","ML",0.00816387402120174
"5746","mean","Bimodal","N = 200","I = 0.9","R = 10","Gaussian","PM",0.00933151935440209
"5747","mean","Bimodal","N = 200","I = 0.9","R = 10","Gaussian","CB",0.00933151935440209
"5748","mean","Bimodal","N = 200","I = 0.9","R = 10","Gaussian","GR",0.00937361132457155
"5749","mean","Bimodal","N = 200","I = 0.9","R = 10","T","ML",0.00816387402120174
"5750","mean","Bimodal","N = 200","I = 0.9","R = 10","T","PM",0.0057371766271183
"5751","mean","Bimodal","N = 200","I = 0.9","R = 10","T","CB",0.0057371766271183
"5752","mean","Bimodal","N = 200","I = 0.9","R = 10","T","GR",0.00574481263792585
"5753","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-diffuse","ML",0.00816387402120174
"5754","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-diffuse","PM",0.0127425796053571
"5755","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-diffuse","CB",0.0127425796053571
"5756","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-diffuse","GR",0.0127747704239042
"5757","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-Inform","ML",0.00816387402120174
"5758","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-Inform","PM",0.0103222087165551
"5759","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-Inform","CB",0.0103222087165551
"5760","mean","Bimodal","N = 200","I = 0.9","R = 10","DP-Inform","GR",0.0103436681681657
"5761","mean","Skew","N = 25","I = 0.1","R = 1","Gaussian","ML",0.0576689635678076
"5762","mean","Skew","N = 25","I = 0.1","R = 1","Gaussian","PM",0.0550004869538995
"5763","mean","Skew","N = 25","I = 0.1","R = 1","Gaussian","CB",0.0550004869538995
"5764","mean","Skew","N = 25","I = 0.1","R = 1","Gaussian","GR",0.0551320911906913
"5765","mean","Skew","N = 25","I = 0.1","R = 1","T","ML",0.0576689635678076
"5766","mean","Skew","N = 25","I = 0.1","R = 1","T","PM",0.0572727254680725
"5767","mean","Skew","N = 25","I = 0.1","R = 1","T","CB",0.0572727254680725
"5768","mean","Skew","N = 25","I = 0.1","R = 1","T","GR",0.0570526872937564
"5769","mean","Skew","N = 25","I = 0.1","R = 1","DP-diffuse","ML",0.0576689635678076
"5770","mean","Skew","N = 25","I = 0.1","R = 1","DP-diffuse","PM",0.0767860614685019
"5771","mean","Skew","N = 25","I = 0.1","R = 1","DP-diffuse","CB",0.0767860614685019
"5772","mean","Skew","N = 25","I = 0.1","R = 1","DP-diffuse","GR",0.076597264928609
"5773","mean","Skew","N = 25","I = 0.1","R = 1","DP-Inform","ML",0.0576689635678076
"5774","mean","Skew","N = 25","I = 0.1","R = 1","DP-Inform","PM",0.0611032922123549
"5775","mean","Skew","N = 25","I = 0.1","R = 1","DP-Inform","CB",0.0611032922123549
"5776","mean","Skew","N = 25","I = 0.1","R = 1","DP-Inform","GR",0.060543388113886
"5777","mean","Skew","N = 25","I = 0.1","R = 5","Gaussian","ML",0.00683414723520074
"5778","mean","Skew","N = 25","I = 0.1","R = 5","Gaussian","PM",0.0997260463681099
"5779","mean","Skew","N = 25","I = 0.1","R = 5","Gaussian","CB",0.0997260463681099
"5780","mean","Skew","N = 25","I = 0.1","R = 5","Gaussian","GR",0.0999026951142236
"5781","mean","Skew","N = 25","I = 0.1","R = 5","T","ML",0.00683414723520074
"5782","mean","Skew","N = 25","I = 0.1","R = 5","T","PM",0.0949887792678652
"5783","mean","Skew","N = 25","I = 0.1","R = 5","T","CB",0.0949887792678652
"5784","mean","Skew","N = 25","I = 0.1","R = 5","T","GR",0.0952523392106395
"5785","mean","Skew","N = 25","I = 0.1","R = 5","DP-diffuse","ML",0.00683414723520074
"5786","mean","Skew","N = 25","I = 0.1","R = 5","DP-diffuse","PM",0.0988589089285173
"5787","mean","Skew","N = 25","I = 0.1","R = 5","DP-diffuse","CB",0.0988589089285173
"5788","mean","Skew","N = 25","I = 0.1","R = 5","DP-diffuse","GR",0.0995132063796221
"5789","mean","Skew","N = 25","I = 0.1","R = 5","DP-Inform","ML",0.00683414723520074
"5790","mean","Skew","N = 25","I = 0.1","R = 5","DP-Inform","PM",0.0978897293350269
"5791","mean","Skew","N = 25","I = 0.1","R = 5","DP-Inform","CB",0.0978897293350269
"5792","mean","Skew","N = 25","I = 0.1","R = 5","DP-Inform","GR",0.0989989074004888
"5793","mean","Skew","N = 25","I = 0.1","R = 10","Gaussian","ML",-0.110803174877544
"5794","mean","Skew","N = 25","I = 0.1","R = 10","Gaussian","PM",-0.047611565258276
"5795","mean","Skew","N = 25","I = 0.1","R = 10","Gaussian","CB",-0.047611565258276
"5796","mean","Skew","N = 25","I = 0.1","R = 10","Gaussian","GR",-0.0473107556698966
"5797","mean","Skew","N = 25","I = 0.1","R = 10","T","ML",-0.110803174877544
"5798","mean","Skew","N = 25","I = 0.1","R = 10","T","PM",-0.0508828611967852
"5799","mean","Skew","N = 25","I = 0.1","R = 10","T","CB",-0.0508828611967852
"5800","mean","Skew","N = 25","I = 0.1","R = 10","T","GR",-0.050529012824318
"5801","mean","Skew","N = 25","I = 0.1","R = 10","DP-diffuse","ML",-0.110803174877544
"5802","mean","Skew","N = 25","I = 0.1","R = 10","DP-diffuse","PM",-0.0570807983310871
"5803","mean","Skew","N = 25","I = 0.1","R = 10","DP-diffuse","CB",-0.057080798331087
"5804","mean","Skew","N = 25","I = 0.1","R = 10","DP-diffuse","GR",-0.0567022599261553
"5805","mean","Skew","N = 25","I = 0.1","R = 10","DP-Inform","ML",-0.110803174877544
"5806","mean","Skew","N = 25","I = 0.1","R = 10","DP-Inform","PM",-0.0448471521699261
"5807","mean","Skew","N = 25","I = 0.1","R = 10","DP-Inform","CB",-0.0448471521699261
"5808","mean","Skew","N = 25","I = 0.1","R = 10","DP-Inform","GR",-0.0444153185442389
"5809","mean","Skew","N = 25","I = 0.5","R = 1","Gaussian","ML",0.00738410084566791
"5810","mean","Skew","N = 25","I = 0.5","R = 1","Gaussian","PM",0.00839308717401802
"5811","mean","Skew","N = 25","I = 0.5","R = 1","Gaussian","CB",0.00839308717401803
