"","truth","N","ICC","rsr","assumed","estimator","tail_p","quantile","diff"
"22375","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","ML","0.25",0.4118,0.1618
"22376","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","ML","0.5",0.4657,-0.0343
"22377","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","ML","0.75",0.6254,-0.1246
"22378","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","ML","0.9",0.6996,-0.2004
"22379","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","ML","0.95",0.7289,-0.2211
"22380","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","PM","0.05",0.0096,-0.0404
"22381","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","PM","0.1",0.0168,-0.0832
"22382","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","PM","0.25",0.0533,-0.1967
"22383","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","PM","0.5",0.2602,-0.2398
"22384","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","PM","0.75",0.9757,0.2257
"22385","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","PM","0.9",0.9935,0.0935
"22386","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","PM","0.95",0.996,0.046
"22387","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","CB","0.05",0.0782,0.0282
"22388","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","CB","0.1",0.1085,0.0085
"22389","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","CB","0.25",0.1912,-0.0588
"22390","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","CB","0.5",0.374,-0.126
"22391","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","CB","0.75",0.872,0.122
"22392","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","CB","0.9",0.9518,0.0518
"22393","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","CB","0.95",0.9649,0.0149
"22394","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","GR","0.05",0.0792,0.0292
"22395","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","GR","0.1",0.1066,0.0066
"22396","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","GR","0.25",0.1824,-0.0676
"22397","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","GR","0.5",0.3672,-0.1328
"22398","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","GR","0.75",0.8745,0.1245
"22399","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","GR","0.9",0.9474,0.0474
"22400","Mixed","N = 100","I = 0.1","R = 5","DP-Inform","GR","0.95",0.9615,0.0115
"22401","Mixed","N = 100","I = 0.1","R = 10","Gaussian","ML","0.05",0.3335,0.2835
"22402","Mixed","N = 100","I = 0.1","R = 10","Gaussian","ML","0.1",0.3571,0.2571
"22403","Mixed","N = 100","I = 0.1","R = 10","Gaussian","ML","0.25",0.4029,0.1529
"22404","Mixed","N = 100","I = 0.1","R = 10","Gaussian","ML","0.5",0.4653,-0.0347
"22405","Mixed","N = 100","I = 0.1","R = 10","Gaussian","ML","0.75",0.6286,-0.1214
"22406","Mixed","N = 100","I = 0.1","R = 10","Gaussian","ML","0.9",0.6998,-0.2002
"22407","Mixed","N = 100","I = 0.1","R = 10","Gaussian","ML","0.95",0.7282,-0.2218
"22408","Mixed","N = 100","I = 0.1","R = 10","Gaussian","PM","0.05",0.0072,-0.0428
"22409","Mixed","N = 100","I = 0.1","R = 10","Gaussian","PM","0.1",0.0112,-0.0888
"22410","Mixed","N = 100","I = 0.1","R = 10","Gaussian","PM","0.25",0.0333,-0.2167
"22411","Mixed","N = 100","I = 0.1","R = 10","Gaussian","PM","0.5",0.2277,-0.2723
"22412","Mixed","N = 100","I = 0.1","R = 10","Gaussian","PM","0.75",0.9775,0.2275
"22413","Mixed","N = 100","I = 0.1","R = 10","Gaussian","PM","0.9",0.9963,0.0963
"22414","Mixed","N = 100","I = 0.1","R = 10","Gaussian","PM","0.95",0.9973,0.0473
"22415","Mixed","N = 100","I = 0.1","R = 10","Gaussian","CB","0.05",0.0633,0.0133
"22416","Mixed","N = 100","I = 0.1","R = 10","Gaussian","CB","0.1",0.0858999999999999,-0.0141
"22417","Mixed","N = 100","I = 0.1","R = 10","Gaussian","CB","0.25",0.1532,-0.0968
"22418","Mixed","N = 100","I = 0.1","R = 10","Gaussian","CB","0.5",0.3382,-0.1618
"22419","Mixed","N = 100","I = 0.1","R = 10","Gaussian","CB","0.75",0.8873,0.1373
"22420","Mixed","N = 100","I = 0.1","R = 10","Gaussian","CB","0.9",0.9569,0.0569
"22421","Mixed","N = 100","I = 0.1","R = 10","Gaussian","CB","0.95",0.9701,0.0201
"22422","Mixed","N = 100","I = 0.1","R = 10","Gaussian","GR","0.05",0.0716,0.0216
"22423","Mixed","N = 100","I = 0.1","R = 10","Gaussian","GR","0.1",0.0950999999999999,-0.0049
"22424","Mixed","N = 100","I = 0.1","R = 10","Gaussian","GR","0.25",0.1586,-0.0914
"22425","Mixed","N = 100","I = 0.1","R = 10","Gaussian","GR","0.5",0.3407,-0.1593
"22426","Mixed","N = 100","I = 0.1","R = 10","Gaussian","GR","0.75",0.8774,0.1274
"22427","Mixed","N = 100","I = 0.1","R = 10","Gaussian","GR","0.9",0.953,0.053
"22428","Mixed","N = 100","I = 0.1","R = 10","Gaussian","GR","0.95",0.967699999999999,0.0177
"22429","Mixed","N = 100","I = 0.1","R = 10","T","ML","0.05",0.3335,0.2835
"22430","Mixed","N = 100","I = 0.1","R = 10","T","ML","0.1",0.3571,0.2571
"22431","Mixed","N = 100","I = 0.1","R = 10","T","ML","0.25",0.4029,0.1529
"22432","Mixed","N = 100","I = 0.1","R = 10","T","ML","0.5",0.4653,-0.0347
"22433","Mixed","N = 100","I = 0.1","R = 10","T","ML","0.75",0.6286,-0.1214
"22434","Mixed","N = 100","I = 0.1","R = 10","T","ML","0.9",0.6998,-0.2002
"22435","Mixed","N = 100","I = 0.1","R = 10","T","ML","0.95",0.7282,-0.2218
"22436","Mixed","N = 100","I = 0.1","R = 10","T","PM","0.05",0.0067,-0.0433
"22437","Mixed","N = 100","I = 0.1","R = 10","T","PM","0.1",0.0109,-0.0891
"22438","Mixed","N = 100","I = 0.1","R = 10","T","PM","0.25",0.0324,-0.2176
"22439","Mixed","N = 100","I = 0.1","R = 10","T","PM","0.5",0.2196,-0.2804
"22440","Mixed","N = 100","I = 0.1","R = 10","T","PM","0.75",0.9794,0.2294
"22441","Mixed","N = 100","I = 0.1","R = 10","T","PM","0.9",0.9954,0.0954
"22442","Mixed","N = 100","I = 0.1","R = 10","T","PM","0.95",0.9972,0.0472
"22443","Mixed","N = 100","I = 0.1","R = 10","T","CB","0.05",0.0611,0.0111
"22444","Mixed","N = 100","I = 0.1","R = 10","T","CB","0.1",0.0827999999999999,-0.0172
"22445","Mixed","N = 100","I = 0.1","R = 10","T","CB","0.25",0.1513,-0.0987
"22446","Mixed","N = 100","I = 0.1","R = 10","T","CB","0.5",0.3391,-0.1609
"22447","Mixed","N = 100","I = 0.1","R = 10","T","CB","0.75",0.8905,0.1405
"22448","Mixed","N = 100","I = 0.1","R = 10","T","CB","0.9",0.9591,0.0591
"22449","Mixed","N = 100","I = 0.1","R = 10","T","CB","0.95",0.9713,0.0213
"22450","Mixed","N = 100","I = 0.1","R = 10","T","GR","0.05",0.0671999999999999,0.0172
"22451","Mixed","N = 100","I = 0.1","R = 10","T","GR","0.1",0.0896,-0.0104
"22452","Mixed","N = 100","I = 0.1","R = 10","T","GR","0.25",0.1518,-0.0982
"22453","Mixed","N = 100","I = 0.1","R = 10","T","GR","0.5",0.3332,-0.1668
"22454","Mixed","N = 100","I = 0.1","R = 10","T","GR","0.75",0.8862,0.1362
"22455","Mixed","N = 100","I = 0.1","R = 10","T","GR","0.9",0.9568,0.0568
"22456","Mixed","N = 100","I = 0.1","R = 10","T","GR","0.95",0.9697,0.0197
"22457","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","ML","0.05",0.3335,0.2835
"22458","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","ML","0.1",0.3571,0.2571
"22459","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","ML","0.25",0.4029,0.1529
"22460","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","ML","0.5",0.4653,-0.0347
"22461","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","ML","0.75",0.6286,-0.1214
"22462","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","ML","0.9",0.6998,-0.2002
"22463","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","ML","0.95",0.7282,-0.2218
"22464","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","PM","0.05",0.0378,-0.0122
"22465","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","PM","0.1",0.065,-0.035
"22466","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","PM","0.25",0.1587,-0.0913
"22467","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","PM","0.5",0.365,-0.135
"22468","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","PM","0.75",0.9019,0.1519
"22469","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","PM","0.9",0.9834,0.0834
"22470","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","PM","0.95",0.990899999999999,0.0409
"22471","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","CB","0.05",0.168,0.118
"22472","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","CB","0.1",0.2072,0.1072
"22473","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","CB","0.25",0.2922,0.0422
"22474","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","CB","0.5",0.4249,-0.0751
"22475","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","CB","0.75",0.7717,0.0217
"22476","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","CB","0.9",0.8833,-0.0167
"22477","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","CB","0.95",0.9122,-0.0378
"22478","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","GR","0.05",0.1752,0.1252
"22479","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","GR","0.1",0.2136,0.1136
"22480","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","GR","0.25",0.2957,0.0457
"22481","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","GR","0.5",0.4245,-0.0755
"22482","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","GR","0.75",0.7592,0.0092
"22483","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","GR","0.9",0.8779,-0.0221
"22484","Mixed","N = 100","I = 0.1","R = 10","DP-diffuse","GR","0.95",0.9089,-0.0411
"22485","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","ML","0.05",0.3335,0.2835
"22486","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","ML","0.1",0.3571,0.2571
"22487","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","ML","0.25",0.4029,0.1529
"22488","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","ML","0.5",0.4653,-0.0347
"22489","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","ML","0.75",0.6286,-0.1214
"22490","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","ML","0.9",0.6998,-0.2002
"22491","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","ML","0.95",0.7282,-0.2218
"22492","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","PM","0.05",0.0036,-0.0464
"22493","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","PM","0.1",0.0069,-0.0931
"22494","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","PM","0.25",0.0282,-0.2218
"22495","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","PM","0.5",0.2297,-0.2703
"22496","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","PM","0.75",0.9765,0.2265
"22497","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","PM","0.9",0.9935,0.0935
"22498","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","PM","0.95",0.9959,0.0459
"22499","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","CB","0.05",0.0578,0.0078
"22500","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","CB","0.1",0.0809,-0.0191
"22501","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","CB","0.25",0.1568,-0.0932
"22502","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","CB","0.5",0.3609,-0.1391
"22503","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","CB","0.75",0.8901,0.1401
"22504","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","CB","0.9",0.9551,0.0551
"22505","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","CB","0.95",0.967,0.017
"22506","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","GR","0.05",0.0583999999999999,0.0084
"22507","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","GR","0.1",0.0846,-0.0154
"22508","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","GR","0.25",0.1646,-0.0854
"22509","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","GR","0.5",0.371,-0.129
"22510","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","GR","0.75",0.8749,0.1249
"22511","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","GR","0.9",0.9468,0.0468
"22512","Mixed","N = 100","I = 0.1","R = 10","DP-Inform","GR","0.95",0.9623,0.0123
"22513","Mixed","N = 100","I = 0.5","R = 1","Gaussian","ML","0.05",0.1778,0.1278
"22514","Mixed","N = 100","I = 0.5","R = 1","Gaussian","ML","0.1",0.2253,0.1253
"22515","Mixed","N = 100","I = 0.5","R = 1","Gaussian","ML","0.25",0.3114,0.0614
"22516","Mixed","N = 100","I = 0.5","R = 1","Gaussian","ML","0.5",0.4446,-0.0554
"22517","Mixed","N = 100","I = 0.5","R = 1","Gaussian","ML","0.75",0.7481,-0.0019
"22518","Mixed","N = 100","I = 0.5","R = 1","Gaussian","ML","0.9",0.8549,-0.0451
"22519","Mixed","N = 100","I = 0.5","R = 1","Gaussian","ML","0.95",0.8847,-0.0653
"22520","Mixed","N = 100","I = 0.5","R = 1","Gaussian","PM","0.05",0.0227,-0.0273
"22521","Mixed","N = 100","I = 0.5","R = 1","Gaussian","PM","0.1",0.0441,-0.0559
"22522","Mixed","N = 100","I = 0.5","R = 1","Gaussian","PM","0.25",0.127,-0.123
"22523","Mixed","N = 100","I = 0.5","R = 1","Gaussian","PM","0.5",0.3417,-0.1583
"22524","Mixed","N = 100","I = 0.5","R = 1","Gaussian","PM","0.75",0.8832,0.1332
"22525","Mixed","N = 100","I = 0.5","R = 1","Gaussian","PM","0.9",0.9698,0.0698
"22526","Mixed","N = 100","I = 0.5","R = 1","Gaussian","PM","0.95",0.9841,0.0341
"22527","Mixed","N = 100","I = 0.5","R = 1","Gaussian","CB","0.05",0.0816,0.0316
"22528","Mixed","N = 100","I = 0.5","R = 1","Gaussian","CB","0.1",0.123,0.023
"22529","Mixed","N = 100","I = 0.5","R = 1","Gaussian","CB","0.25",0.2252,-0.0248
"22530","Mixed","N = 100","I = 0.5","R = 1","Gaussian","CB","0.5",0.4001,-0.0999
"22531","Mixed","N = 100","I = 0.5","R = 1","Gaussian","CB","0.75",0.8155,0.0655
"22532","Mixed","N = 100","I = 0.5","R = 1","Gaussian","CB","0.9",0.9207,0.0207
"22533","Mixed","N = 100","I = 0.5","R = 1","Gaussian","CB","0.95",0.9484,-0.0016
"22534","Mixed","N = 100","I = 0.5","R = 1","Gaussian","GR","0.05",0.092,0.042
"22535","Mixed","N = 100","I = 0.5","R = 1","Gaussian","GR","0.1",0.1289,0.0289
"22536","Mixed","N = 100","I = 0.5","R = 1","Gaussian","GR","0.25",0.2178,-0.0322
"22537","Mixed","N = 100","I = 0.5","R = 1","Gaussian","GR","0.5",0.3798,-0.1202
"22538","Mixed","N = 100","I = 0.5","R = 1","Gaussian","GR","0.75",0.816,0.066
"22539","Mixed","N = 100","I = 0.5","R = 1","Gaussian","GR","0.9",0.932799999999999,0.0328
"22540","Mixed","N = 100","I = 0.5","R = 1","Gaussian","GR","0.95",0.9561,0.0061
"22541","Mixed","N = 100","I = 0.5","R = 1","T","ML","0.05",0.1778,0.1278
"22542","Mixed","N = 100","I = 0.5","R = 1","T","ML","0.1",0.2253,0.1253
"22543","Mixed","N = 100","I = 0.5","R = 1","T","ML","0.25",0.3114,0.0614
"22544","Mixed","N = 100","I = 0.5","R = 1","T","ML","0.5",0.4446,-0.0554
"22545","Mixed","N = 100","I = 0.5","R = 1","T","ML","0.75",0.7481,-0.0019
"22546","Mixed","N = 100","I = 0.5","R = 1","T","ML","0.9",0.8549,-0.0451
"22547","Mixed","N = 100","I = 0.5","R = 1","T","ML","0.95",0.8847,-0.0653
"22548","Mixed","N = 100","I = 0.5","R = 1","T","PM","0.05",0.0233,-0.0267
"22549","Mixed","N = 100","I = 0.5","R = 1","T","PM","0.1",0.0401,-0.0599
"22550","Mixed","N = 100","I = 0.5","R = 1","T","PM","0.25",0.1134,-0.1366
"22551","Mixed","N = 100","I = 0.5","R = 1","T","PM","0.5",0.3291,-0.1709
"22552","Mixed","N = 100","I = 0.5","R = 1","T","PM","0.75",0.8953,0.1453
"22553","Mixed","N = 100","I = 0.5","R = 1","T","PM","0.9",0.9679,0.0679
"22554","Mixed","N = 100","I = 0.5","R = 1","T","PM","0.95",0.9799,0.0299
"22555","Mixed","N = 100","I = 0.5","R = 1","T","CB","0.05",0.0737,0.0237
"22556","Mixed","N = 100","I = 0.5","R = 1","T","CB","0.1",0.1085,0.0085
"22557","Mixed","N = 100","I = 0.5","R = 1","T","CB","0.25",0.205,-0.045
"22558","Mixed","N = 100","I = 0.5","R = 1","T","CB","0.5",0.3917,-0.1083
"22559","Mixed","N = 100","I = 0.5","R = 1","T","CB","0.75",0.8351,0.0851
"22560","Mixed","N = 100","I = 0.5","R = 1","T","CB","0.9",0.9264,0.0264
"22561","Mixed","N = 100","I = 0.5","R = 1","T","CB","0.95",0.9497,-3e-04
"22562","Mixed","N = 100","I = 0.5","R = 1","T","GR","0.05",0.0839,0.0339
"22563","Mixed","N = 100","I = 0.5","R = 1","T","GR","0.1",0.1163,0.0163
"22564","Mixed","N = 100","I = 0.5","R = 1","T","GR","0.25",0.201,-0.049
"22565","Mixed","N = 100","I = 0.5","R = 1","T","GR","0.5",0.3699,-0.1301
"22566","Mixed","N = 100","I = 0.5","R = 1","T","GR","0.75",0.8339,0.0839
"22567","Mixed","N = 100","I = 0.5","R = 1","T","GR","0.9",0.9363,0.0363
"22568","Mixed","N = 100","I = 0.5","R = 1","T","GR","0.95",0.955999999999999,0.006
"22569","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","ML","0.05",0.1778,0.1278
"22570","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","ML","0.1",0.2253,0.1253
"22571","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","ML","0.25",0.3114,0.0614
"22572","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","ML","0.5",0.4446,-0.0554
"22573","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","ML","0.75",0.7481,-0.0019
"22574","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","ML","0.9",0.8549,-0.0451
"22575","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","ML","0.95",0.8847,-0.0653
"22576","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","PM","0.05",0.0224,-0.0276
"22577","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","PM","0.1",0.0496,-0.0504
"22578","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","PM","0.25",0.1435,-0.1065
"22579","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","PM","0.5",0.372,-0.128
"22580","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","PM","0.75",0.8659,0.1159
"22581","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","PM","0.9",0.9561,0.0561
"22582","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","PM","0.95",0.9738,0.0238
"22583","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","CB","0.05",0.0822,0.0322
"22584","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","CB","0.1",0.1287,0.0287
"22585","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","CB","0.25",0.2426,-0.0074
"22586","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","CB","0.5",0.4289,-0.0711
"22587","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","CB","0.75",0.8064,0.0564
"22588","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","CB","0.9",0.9057,0.0057
"22589","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","CB","0.95",0.9297,-0.0203
"22590","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","GR","0.05",0.0941,0.0441
"22591","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","GR","0.1",0.1358,0.0358
"22592","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","GR","0.25",0.236,-0.014
"22593","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","GR","0.5",0.4085,-0.0915
"22594","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","GR","0.75",0.8029,0.0529
"22595","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","GR","0.9",0.9143,0.0143
"22596","Mixed","N = 100","I = 0.5","R = 1","DP-diffuse","GR","0.95",0.941099999999999,-0.0089
"22597","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","ML","0.05",0.1778,0.1278
"22598","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","ML","0.1",0.2253,0.1253
"22599","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","ML","0.25",0.3114,0.0614
"22600","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","ML","0.5",0.4446,-0.0554
"22601","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","ML","0.75",0.7481,-0.0019
"22602","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","ML","0.9",0.8549,-0.0451
"22603","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","ML","0.95",0.8847,-0.0653
"22604","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","PM","0.05",0.0015,-0.0485
"22605","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","PM","0.1",0.0051,-0.0949
"22606","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","PM","0.25",0.0684,-0.1816
"22607","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","PM","0.5",0.424,-0.076
"22608","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","PM","0.75",0.867,0.117
"22609","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","PM","0.9",0.9441,0.0441
"22610","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","PM","0.95",0.9654,0.0154
"22611","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","CB","0.05",0.0187,-0.0313
"22612","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","CB","0.1",0.0486,-0.0514
"22613","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","CB","0.25",0.1954,-0.0546
"22614","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","CB","0.5",0.508,0.008
"22615","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","CB","0.75",0.819,0.069
"22616","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","CB","0.9",0.8988,-0.0012
"22617","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","CB","0.95",0.9229,-0.0271
"22618","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","GR","0.05",0.031,-0.019
"22619","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","GR","0.1",0.0577,-0.0423
"22620","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","GR","0.25",0.1814,-0.0686
"22621","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","GR","0.5",0.5038,0.0038
"22622","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","GR","0.75",0.8024,0.0524
"22623","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","GR","0.9",0.899,-0.001
"22624","Mixed","N = 100","I = 0.5","R = 1","DP-Inform","GR","0.95",0.928899999999999,-0.0211
"22625","Mixed","N = 100","I = 0.5","R = 5","Gaussian","ML","0.05",0.1823,0.1323
"22626","Mixed","N = 100","I = 0.5","R = 5","Gaussian","ML","0.1",0.2262,0.1262
"22627","Mixed","N = 100","I = 0.5","R = 5","Gaussian","ML","0.25",0.3178,0.0678
"22628","Mixed","N = 100","I = 0.5","R = 5","Gaussian","ML","0.5",0.4563,-0.0437
"22629","Mixed","N = 100","I = 0.5","R = 5","Gaussian","ML","0.75",0.7375,-0.0125
"22630","Mixed","N = 100","I = 0.5","R = 5","Gaussian","ML","0.9",0.8413,-0.0587
"22631","Mixed","N = 100","I = 0.5","R = 5","Gaussian","ML","0.95",0.8732,-0.0768
"22632","Mixed","N = 100","I = 0.5","R = 5","Gaussian","PM","0.05",0.0228,-0.0272
"22633","Mixed","N = 100","I = 0.5","R = 5","Gaussian","PM","0.1",0.0451,-0.0549
"22634","Mixed","N = 100","I = 0.5","R = 5","Gaussian","PM","0.25",0.1288,-0.1212
"22635","Mixed","N = 100","I = 0.5","R = 5","Gaussian","PM","0.5",0.3542,-0.1458
"22636","Mixed","N = 100","I = 0.5","R = 5","Gaussian","PM","0.75",0.889,0.139
"22637","Mixed","N = 100","I = 0.5","R = 5","Gaussian","PM","0.9",0.9665,0.0665
"22638","Mixed","N = 100","I = 0.5","R = 5","Gaussian","PM","0.95",0.980099999999999,0.0301
"22639","Mixed","N = 100","I = 0.5","R = 5","Gaussian","CB","0.05",0.0834,0.0334
"22640","Mixed","N = 100","I = 0.5","R = 5","Gaussian","CB","0.1",0.1243,0.0243
"22641","Mixed","N = 100","I = 0.5","R = 5","Gaussian","CB","0.25",0.2239,-0.0261
"22642","Mixed","N = 100","I = 0.5","R = 5","Gaussian","CB","0.5",0.4116,-0.0884
"22643","Mixed","N = 100","I = 0.5","R = 5","Gaussian","CB","0.75",0.8294,0.0794
"22644","Mixed","N = 100","I = 0.5","R = 5","Gaussian","CB","0.9",0.9222,0.0222
"22645","Mixed","N = 100","I = 0.5","R = 5","Gaussian","CB","0.95",0.9434,-0.0066
"22646","Mixed","N = 100","I = 0.5","R = 5","Gaussian","GR","0.05",0.0939,0.0439
"22647","Mixed","N = 100","I = 0.5","R = 5","Gaussian","GR","0.1",0.1332,0.0332
"22648","Mixed","N = 100","I = 0.5","R = 5","Gaussian","GR","0.25",0.2288,-0.0212
"22649","Mixed","N = 100","I = 0.5","R = 5","Gaussian","GR","0.5",0.3972,-0.1028
"22650","Mixed","N = 100","I = 0.5","R = 5","Gaussian","GR","0.75",0.8146,0.0646
"22651","Mixed","N = 100","I = 0.5","R = 5","Gaussian","GR","0.9",0.9281,0.0281
"22652","Mixed","N = 100","I = 0.5","R = 5","Gaussian","GR","0.95",0.9535,0.0035
"22653","Mixed","N = 100","I = 0.5","R = 5","T","ML","0.05",0.1823,0.1323
"22654","Mixed","N = 100","I = 0.5","R = 5","T","ML","0.1",0.2262,0.1262
"22655","Mixed","N = 100","I = 0.5","R = 5","T","ML","0.25",0.3178,0.0678
"22656","Mixed","N = 100","I = 0.5","R = 5","T","ML","0.5",0.4563,-0.0437
"22657","Mixed","N = 100","I = 0.5","R = 5","T","ML","0.75",0.7375,-0.0125
