"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",0,0,0,0.0016
"[-5.04,-4.8)",0,0,0,0.0028
"[-4.8,-4.56)",0,0,0,8e-04
"[-4.56,-4.32)",0,0,0,8e-04
"[-4.32,-4.08)",0,0,0,0.0024
"[-4.08,-3.84)",0,0,0,0.0028
"[-3.84,-3.6)",0,0,0,0.004
"[-3.6,-3.36)",0,8e-04,0,0.0056
"[-3.36,-3.12)",0,4e-04,4e-04,0.0056
"[-3.12,-2.88)",4e-04,4e-04,0.0016,0.0092
"[-2.88,-2.64)",4e-04,0.0024,0.0012,0.0064
"[-2.64,-2.4)",4e-04,0.0032,0.0044,0.0112
"[-2.4,-2.16)",4e-04,0.0064,0.0076,0.0172
"[-2.16,-1.92)",0.004,0.0088,0.0104,0.0288
"[-1.92,-1.68)",0.004,0.0196,0.0172,0.0328
"[-1.68,-1.44)",0.012,0.026,0.028,0.0368
"[-1.44,-1.2)",0.0236,0.0424,0.0384,0.048
"[-1.2,-0.96)",0.0364,0.0568,0.058,0.0516
"[-0.96,-0.72)",0.0732,0.0748,0.0716,0.0616
"[-0.72,-0.48)",0.1144,0.1008,0.0928,0.066
"[-0.48,-0.24)",0.1344,0.1024,0.1028,0.06
"[-0.24,0)",0.14,0.0936,0.1012,0.0648
"[0,0.24)",0.1312,0.0908,0.0944,0.0632
"[0.24,0.48)",0.1024,0.0844,0.08,0.062
"[0.48,0.72)",0.0696,0.066,0.068,0.06
"[0.72,0.96)",0.05,0.0568,0.054,0.044
"[0.96,1.2)",0.0312,0.042,0.0436,0.0408
"[1.2,1.44)",0.0252,0.032,0.0328,0.0316
"[1.44,1.68)",0.0144,0.0212,0.0256,0.034
"[1.68,1.92)",0.01,0.0168,0.0216,0.0356
"[1.92,2.16)",0.0084,0.0132,0.0124,0.0188
"[2.16,2.4)",0.0072,0.0112,0.012,0.014
"[2.4,2.64)",0.0012,0.0088,0.0068,0.0184
"[2.64,2.88)",8e-04,0.006,0.0044,0.0124
"[2.88,3.12)",0.0024,0.004,0.0024,0.01
"[3.12,3.36)",0.0016,0.002,0.0032,0.0084
"[3.36,3.6)",8e-04,0.0016,0.002,0.006
"[3.6,3.84)",0,0.0016,8e-04,0.0036
"[3.84,4.08)",0,0.0016,4e-04,0.0044
"[4.08,4.32)",0,0.0012,0,0.0024
"[4.32,4.56)",0,0,0,0.0016
"[4.56,4.8)",0,0,0,0.002
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,0.0012
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,8e-04
"[5.76,6)",0,0,0,4e-04
