"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,2e-04
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,4e-04
"[-3.84,-3.6)",0,0,0,0.0012
"[-3.6,-3.36)",0,0,0,0.0012
"[-3.36,-3.12)",0,4e-04,0,0.0028
"[-3.12,-2.88)",0,6e-04,4e-04,0.0048
"[-2.88,-2.64)",0,8e-04,0.0018,0.0088
"[-2.64,-2.4)",4e-04,0.0026,0.0026,0.0112
"[-2.4,-2.16)",2e-04,0.0032,0.0066,0.0152
"[-2.16,-1.92)",0.0018,0.008,0.012,0.0234
"[-1.92,-1.68)",0.003,0.0136,0.0146,0.0342
"[-1.68,-1.44)",0.0064,0.0258,0.0266,0.038
"[-1.44,-1.2)",0.0178,0.0408,0.0384,0.0538
"[-1.2,-0.96)",0.0376,0.0648,0.0562,0.0532
"[-0.96,-0.72)",0.0732,0.0768,0.071,0.059
"[-0.72,-0.48)",0.1046,0.0956,0.0884,0.0724
"[-0.48,-0.24)",0.1442,0.0986,0.096,0.0698
"[-0.24,0)",0.1342,0.1008,0.0988,0.068
"[0,0.24)",0.131,0.086,0.0938,0.069
"[0.24,0.48)",0.1036,0.0814,0.083,0.0572
"[0.48,0.72)",0.0756,0.0654,0.0724,0.0632
"[0.72,0.96)",0.0516,0.0568,0.0606,0.0488
"[0.96,1.2)",0.0422,0.0436,0.0476,0.0438
"[1.2,1.44)",0.0234,0.0358,0.036,0.0384
"[1.44,1.68)",0.02,0.0262,0.0286,0.0344
"[1.68,1.92)",0.0104,0.0218,0.0204,0.0278
"[1.92,2.16)",0.0102,0.0182,0.0144,0.0216
"[2.16,2.4)",0.0048,0.0088,0.011,0.0202
"[2.4,2.64)",0.0022,0.0084,0.0076,0.016
"[2.64,2.88)",8e-04,0.0054,0.0054,0.0114
"[2.88,3.12)",6e-04,0.0056,0.003,0.0078
"[3.12,3.36)",0,0.002,0.0014,0.006
"[3.36,3.6)",2e-04,0.001,0.0012,0.0062
"[3.6,3.84)",0,0.001,0,0.002
"[3.84,4.08)",0,0,2e-04,0.0034
"[4.08,4.32)",0,2e-04,0,0.0022
"[4.32,4.56)",0,0,0,0.0012
"[4.56,4.8)",0,0,0,8e-04
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
