"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.007,-0.043
"2","PM",0.1,0.0186,-0.0814
"3","PM",0.25,0.0982,-0.1518
"4","PM",0.75,0.9236,0.1736
"5","PM",0.9,0.9774,0.0774
"6","PM",0.95,0.9946,0.0446
"7","CB",0.05,0.0502,2e-04
"8","CB",0.1,0.0933999999999999,-0.0066
"9","CB",0.25,0.2218,-0.0282
"10","CB",0.75,0.776,0.026
"11","CB",0.9,0.9072,0.0072
"12","CB",0.95,0.951,0.001
"13","GR",0.05,0.0548,0.0048
"14","GR",0.1,0.0921999999999999,-0.0078
"15","GR",0.25,0.2164,-0.0336
"16","GR",0.75,0.7796,0.0296
"17","GR",0.9,0.9124,0.0124
"18","GR",0.95,0.9516,0.0016
"19","ML",0.05,0.3068,0.2568
"20","ML",0.1,0.3578,0.2578
"21","ML",0.25,0.432,0.182
"22","ML",0.75,0.5884,-0.1616
"23","ML",0.9,0.6578,-0.2422
"24","ML",0.95,0.7016,-0.2484
