"","quantity","estimator","value"
"1","mean","PM",-0.00158503625631206
"2","mean","CB",-0.00158503625631205
"3","mean","GR",-0.00152965421879471
"4","mean","ML",-0.0106401977670134
"5","var","PM",0.143886807057282
"6","var","CB",0.964680076592356
"7","var","GR",0.884914765579646
"8","var","ML",22.7511276340622
"9","var","true",0.979098700206455
"10","SSEL","PM",0.986006601934646
"11","SSEL","CB",1.33499233368221
"12","SSEL","GR",1.31530845774395
"13","SSEL","ML",21.7885485174809
"14","WSSEL","PM",49.3003300967323
"15","WSSEL","CB",66.7496166841104
"16","WSSEL","GR",65.7654228871977
"17","WSSEL","ML",1089.42742587404
"18","ISEL","PM",0.16394900767091
"19","ISEL","CB",0.0679546405866682
"20","ISEL","GR",0.0674588726712521
"21","ISEL","ML",0.432263481183076
"22","SELrank","PM",0.108099038831219
"23","SELrank","CB",0.108099038831219
"24","SELrank","GR",0.108251749327182
"25","SELrank","ML",0.120276662821992
