"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,2e-04
"[-3.36,-3.12)",0,0,0,4e-04
"[-3.12,-2.88)",0,0,0,4e-04
"[-2.88,-2.64)",0,0,2e-04,0.002
"[-2.64,-2.4)",0,6e-04,2e-04,0.0026
"[-2.4,-2.16)",8e-04,0.002,0.0026,0.0046
"[-2.16,-1.92)",0.0024,0.0034,0.0058,0.0066
"[-1.92,-1.68)",0.0058,0.01,0.013,0.013
"[-1.68,-1.44)",0.0146,0.0192,0.0218,0.0272
"[-1.44,-1.2)",0.0274,0.0338,0.0378,0.0414
"[-1.2,-0.96)",0.0614,0.0688,0.0646,0.069
"[-0.96,-0.72)",0.0988,0.1014,0.0914,0.0972
"[-0.72,-0.48)",0.1238,0.1208,0.1118,0.1118
"[-0.48,-0.24)",0.1436,0.1268,0.119,0.1174
"[-0.24,0)",0.1188,0.1098,0.1088,0.1008
"[0,0.24)",0.094,0.0892,0.0902,0.0832
"[0.24,0.48)",0.064,0.0612,0.0686,0.0556
"[0.48,0.72)",0.0484,0.0476,0.0488,0.0404
"[0.72,0.96)",0.0306,0.0292,0.039,0.0342
"[0.96,1.2)",0.034,0.0288,0.0356,0.0222
"[1.2,1.44)",0.0294,0.0296,0.0306,0.0348
"[1.44,1.68)",0.0274,0.0288,0.0282,0.0282
"[1.68,1.92)",0.0268,0.0264,0.026,0.0302
"[1.92,2.16)",0.0192,0.0208,0.0226,0.0268
"[2.16,2.4)",0.0144,0.0192,0.0146,0.0196
"[2.4,2.64)",0.0082,0.0102,0.01,0.0124
"[2.64,2.88)",0.0038,0.0074,0.005,0.0074
"[2.88,3.12)",0.0018,0.0028,0.0028,0.005
"[3.12,3.36)",4e-04,0.0016,8e-04,0.0024
"[3.36,3.6)",2e-04,6e-04,2e-04,0.0014
"[3.6,3.84)",0,0,0,8e-04
"[3.84,4.08)",0,0,0,4e-04
"[4.08,4.32)",0,0,0,4e-04
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
