"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0512,0.0012
"2","PM",0.1,0.098,-0.002
"3","PM",0.25,0.2188,-0.0312
"4","PM",0.75,0.7188,-0.0312
"5","PM",0.9,0.958,0.058
"6","PM",0.95,0.978799999999999,0.0288
"7","CB",0.05,0.1008,0.0508
"8","CB",0.1,0.1492,0.0492
"9","CB",0.25,0.2664,0.0164
"10","CB",0.75,0.6904,-0.0596
"11","CB",0.9,0.9388,0.0388
"12","CB",0.95,0.960399999999999,0.0104
"13","GR",0.05,0.098,0.048
"14","GR",0.1,0.1556,0.0556
"15","GR",0.25,0.2756,0.0256
"16","GR",0.75,0.6832,-0.0668
"17","GR",0.9,0.9384,0.0384
"18","GR",0.95,0.966,0.016
"19","ML",0.05,0.16,0.11
"20","ML",0.1,0.212,0.112
"21","ML",0.25,0.314,0.064
"22","ML",0.75,0.654,-0.096
"23","ML",0.9,0.8996,-4e-04
"24","ML",0.95,0.9348,-0.0152
