"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",0,0,0,4e-04
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,4e-04
"[-4.56,-4.32)",0,0,0,0.0016
"[-4.32,-4.08)",0,0,0,4e-04
"[-4.08,-3.84)",0,0,0,0.0016
"[-3.84,-3.6)",0,0,0,0.0016
"[-3.6,-3.36)",0,0,0,0.0044
"[-3.36,-3.12)",0,4e-04,0,8e-04
"[-3.12,-2.88)",0,4e-04,4e-04,0.0036
"[-2.88,-2.64)",4e-04,0,4e-04,0.0048
"[-2.64,-2.4)",4e-04,4e-04,0,0.0056
"[-2.4,-2.16)",0,4e-04,0.0048,0.0108
"[-2.16,-1.92)",4e-04,0.0068,0.0036,0.0152
"[-1.92,-1.68)",0.0056,0.0196,0.0204,0.0268
"[-1.68,-1.44)",0.0196,0.0316,0.0284,0.0356
"[-1.44,-1.2)",0.0344,0.0472,0.0484,0.0556
"[-1.2,-0.96)",0.0608,0.0664,0.07,0.0612
"[-0.96,-0.72)",0.0832,0.0788,0.0856,0.0716
"[-0.72,-0.48)",0.1144,0.1108,0.0928,0.0776
"[-0.48,-0.24)",0.1284,0.1,0.1024,0.0848
"[-0.24,0)",0.1152,0.1032,0.09,0.084
"[0,0.24)",0.0996,0.0776,0.0884,0.0636
"[0.24,0.48)",0.0892,0.0772,0.0808,0.07
"[0.48,0.72)",0.0812,0.0696,0.0724,0.0612
"[0.72,0.96)",0.05,0.0572,0.0536,0.0488
"[0.96,1.2)",0.0308,0.042,0.04,0.0412
"[1.2,1.44)",0.0284,0.022,0.0304,0.0296
"[1.44,1.68)",0.016,0.0264,0.0244,0.0356
"[1.68,1.92)",0.0132,0.0148,0.0192,0.024
"[1.92,2.16)",0.01,0.014,0.0164,0.0188
"[2.16,2.4)",0.0072,0.01,0.0104,0.0136
"[2.4,2.64)",0.004,0.0068,0.0076,0.0156
"[2.64,2.88)",0.002,0.0056,0.0032,0.006
"[2.88,3.12)",0.002,0.0032,0.0016,0.0064
"[3.12,3.36)",0.0012,0.002,0.0016,0.004
"[3.36,3.6)",0.002,0.0028,0.002,0.0028
"[3.6,3.84)",4e-04,8e-04,4e-04,0.002
"[3.84,4.08)",0,0.0012,4e-04,0.0016
"[4.08,4.32)",0,8e-04,0,0.002
"[4.32,4.56)",0,0,0,0.0012
"[4.56,4.8)",0,0,0,0.0012
"[4.8,5.04)",0,0,0,4e-04
"[5.04,5.28)",0,0,0,4e-04
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,4e-04
