"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,4e-04,0.0044
"[-5.76,-5.52)",0,8e-04,0,0.008
"[-5.52,-5.28)",4e-04,8e-04,4e-04,0.0088
"[-5.28,-5.04)",0,8e-04,0.0012,0.0072
"[-5.04,-4.8)",4e-04,0.002,0,0.006
"[-4.8,-4.56)",0,8e-04,0.0012,0.0076
"[-4.56,-4.32)",0,0.0012,8e-04,0.0116
"[-4.32,-4.08)",4e-04,0.0024,0.0024,0.008
"[-4.08,-3.84)",0,0.0028,0.0032,0.0116
"[-3.84,-3.6)",4e-04,0.0068,0.0064,0.0136
"[-3.6,-3.36)",0.0016,0.0048,0.0048,0.01
"[-3.36,-3.12)",0.0012,0.0044,0.0064,0.0224
"[-3.12,-2.88)",8e-04,0.0092,0.0076,0.0172
"[-2.88,-2.64)",0.0012,0.0112,0.0144,0.016
"[-2.64,-2.4)",0.0016,0.0136,0.0148,0.0224
"[-2.4,-2.16)",0.0036,0.0204,0.0176,0.0184
"[-2.16,-1.92)",0.0064,0.0212,0.024,0.0284
"[-1.92,-1.68)",0.0112,0.0336,0.0272,0.0276
"[-1.68,-1.44)",0.0168,0.0372,0.034,0.028
"[-1.44,-1.2)",0.0392,0.0512,0.042,0.0288
"[-1.2,-0.96)",0.0664,0.0492,0.0464,0.0248
"[-0.96,-0.72)",0.0704,0.0564,0.0548,0.0284
"[-0.72,-0.48)",0.0888,0.0592,0.0616,0.0276
"[-0.48,-0.24)",0.0976,0.066,0.0632,0.032
"[-0.24,0)",0.1072,0.056,0.0676,0.0312
"[0,0.24)",0.1,0.0568,0.0668,0.0284
"[0.24,0.48)",0.0824,0.054,0.0616,0.0284
"[0.48,0.72)",0.0844,0.0556,0.0632,0.0276
"[0.72,0.96)",0.0688,0.052,0.054,0.0304
"[0.96,1.2)",0.0616,0.0484,0.0468,0.0288
"[1.2,1.44)",0.0404,0.0404,0.04,0.0292
"[1.44,1.68)",0.0224,0.0388,0.0356,0.0284
"[1.68,1.92)",0.0104,0.0292,0.0264,0.0224
"[1.92,2.16)",0.0048,0.022,0.024,0.0208
"[2.16,2.4)",0.0036,0.0248,0.0148,0.022
"[2.4,2.64)",0.0028,0.0136,0.0164,0.0196
"[2.64,2.88)",0.0016,0.0124,0.0132,0.0176
"[2.88,3.12)",4e-04,0.012,0.0072,0.012
"[3.12,3.36)",0,0.0064,0.0076,0.0136
"[3.36,3.6)",0,0.004,0.0048,0.012
"[3.6,3.84)",0,0.0044,0.0044,0.0168
"[3.84,4.08)",0,0.0036,0.004,0.012
"[4.08,4.32)",0,0.002,0.0012,0.0124
"[4.32,4.56)",4e-04,0.0016,0.0016,0.0104
"[4.56,4.8)",0,0.0016,4e-04,0.0076
"[4.8,5.04)",0,8e-04,4e-04,0.0056
"[5.04,5.28)",0,0.0012,8e-04,0.006
"[5.28,5.52)",0,0,0,0.0084
"[5.52,5.76)",0,0,4e-04,0.0076
"[5.76,6)",0,4e-04,0,0.0048
