"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.038,-0.012
"2","PM",0.1,0.0995999999999999,-4e-04
"3","PM",0.25,0.2844,0.0344
"4","PM",0.75,0.726,-0.024
"5","PM",0.9,0.9012,0.0012
"6","PM",0.95,0.9672,0.0172
"7","CB",0.05,0.1576,0.1076
"8","CB",0.1,0.2396,0.1396
"9","CB",0.25,0.368,0.118
"10","CB",0.75,0.6456,-0.1044
"11","CB",0.9,0.770800000000001,-0.1292
"12","CB",0.95,0.842,-0.108
"13","GR",0.05,0.1496,0.0996
"14","GR",0.1,0.2224,0.1224
"15","GR",0.25,0.3476,0.0976
"16","GR",0.75,0.658,-0.092
"17","GR",0.9,0.784,-0.116
"18","GR",0.95,0.854,-0.096
"19","ML",0.05,0.3284,0.2784
"20","ML",0.1,0.3748,0.2748
"21","ML",0.25,0.4424,0.1924
"22","ML",0.75,0.5808,-0.1692
"23","ML",0.9,0.6508,-0.2492
"24","ML",0.95,0.7044,-0.2456
