"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.03,-0.02
"2","PM",0.1,0.0743999999999999,-0.0256
"3","PM",0.25,0.2276,-0.0224
"4","PM",0.75,0.7714,0.0214
"5","PM",0.9,0.9196,0.0196
"6","PM",0.95,0.9648,0.0148
"7","CB",0.05,0.0456,-0.0044
"8","CB",0.1,0.1002,2e-04
"9","CB",0.25,0.263,0.013
"10","CB",0.75,0.7392,-0.0108
"11","CB",0.9,0.891,-0.009
"12","CB",0.95,0.9476,-0.0024
"13","GR",0.05,0.0494,-6e-04
"14","GR",0.1,0.1074,0.0074
"15","GR",0.25,0.2638,0.0138
"16","GR",0.75,0.731,-0.019
"17","GR",0.9,0.8876,-0.0124
"18","GR",0.95,0.9458,-0.0042
"19","ML",0.05,0.0718,0.0218
"20","ML",0.1,0.1346,0.0346
"21","ML",0.25,0.2948,0.0448
"22","ML",0.75,0.71,-0.04
"23","ML",0.9,0.8596,-0.0404
"24","ML",0.95,0.9218,-0.0282
