"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0152,-0.0348
"2","PM",0.1,0.0352,-0.0648
"3","PM",0.25,0.136,-0.114
"4","PM",0.75,0.8588,0.1088
"5","PM",0.9,0.961199999999999,0.0612
"6","PM",0.95,0.9836,0.0336
"7","CB",0.05,0.0426,-0.0074
"8","CB",0.1,0.0798,-0.0202
"9","CB",0.25,0.2168,-0.0332
"10","CB",0.75,0.7784,0.0284
"11","CB",0.9,0.914,0.014
"12","CB",0.95,0.952799999999999,0.0028
"13","GR",0.05,0.0474,-0.0026
"14","GR",0.1,0.0841999999999999,-0.0158
"15","GR",0.25,0.2072,-0.0428
"16","GR",0.75,0.7862,0.0362
"17","GR",0.9,0.9136,0.0136
"18","GR",0.95,0.9506,6e-04
"19","ML",0.05,0.1182,0.0682
"20","ML",0.1,0.1816,0.0816
"21","ML",0.25,0.32,0.07
"22","ML",0.75,0.681,-0.069
"23","ML",0.9,0.8144,-0.0856
"24","ML",0.95,0.8784,-0.0716
