"","var_true_theta"
"1",0.294331788394614
"2",0.924187605013662
"3",0.986295924772265
"4",2.18823994769823
"5",0.875104051919561
"6",1.05217561296063
"7",1.48005454894597
"8",0.843516241377447
"9",1.09395117669487
"10",0.688323468737327
"11",0.608787815434665
"12",1.3706598163388
"13",1.23682642990554
"14",1.76408024819925
"15",1.35548511702038
"16",4.05008571392522
"17",1.46852251506216
"18",0.521562105886102
"19",0.823406608186556
"20",0.342586419828779
"21",0.444681016365395
"22",0.616784367982555
"23",0.887404082541349
"24",0.658205554167383
"25",0.735259703476615
"26",0.558391551224732
"27",1.16951150812052
"28",1.2742272930229
"29",1.09092522100616
"30",0.709553296084263
"31",0.997133313843842
"32",0.726158167533089
"33",0.71742095150245
"34",0.857175578132427
"35",0.707838905427403
"36",0.782236488336688
"37",1.1048687779843
"38",0.709627172590426
"39",0.711650975264822
"40",1.20569856044608
"41",0.740397573011718
"42",0.764446798398352
"43",0.826822780876756
"44",0.772737363413235
"45",0.821841077883092
"46",0.636541798931821
"47",1.42647248741052
"48",0.379326056980555
"49",0.6579170997997
"50",1.33489125370699
"51",0.792838636469191
"52",0.765128350186069
"53",0.592740046677851
"54",1.83896603852184
"55",1.03520722205454
"56",0.805463350752939
"57",1.37819232619557
"58",1.42542118232361
"59",0.909094835246241
"60",0.6049070903615
"61",0.517889050142522
"62",0.558955563729003
"63",0.692711604453731
"64",1.19695978742136
"65",1.18299727002619
"66",0.677196958524518
"67",1.33276293049265
"68",1.32545426921206
"69",1.22980660546411
"70",1.17674146801139
"71",1.18229596992812
"72",1.04936939959888
"73",0.785308214394587
"74",0.840512988468104
"75",0.966731333598387
"76",1.09704742463513
"77",0.64244907026796
"78",1.10566547981586
"79",0.864278046532373
"80",1.28574789209573
"81",1.08944023967579
"82",0.872768949036306
"83",0.768547045792692
"84",1.60419462311032
"85",0.783598726118169
"86",0.624744090381084
"87",0.855237246228165
"88",0.66743867155222
"89",1.42628373850477
"90",0.719436926137904
"91",0.837489414102828
"92",1.00277307562423
"93",0.35105375491859
"94",0.981323135529064
"95",0.877649662901245
"96",0.553753423469751
"97",1.05617121611243
"98",1.04567726088646
"99",0.943728867432826
"100",1.29245240706312
