"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,8e-04,0,0.0052
"[-5.76,-5.52)",0,4e-04,0,0.0056
"[-5.52,-5.28)",0,4e-04,0,0.0056
"[-5.28,-5.04)",0,4e-04,0,0.0068
"[-5.04,-4.8)",0,0,4e-04,0.0084
"[-4.8,-4.56)",0,8e-04,4e-04,0.0048
"[-4.56,-4.32)",0,4e-04,0,0.0096
"[-4.32,-4.08)",0,4e-04,4e-04,0.01
"[-4.08,-3.84)",0,8e-04,4e-04,0.01
"[-3.84,-3.6)",0,0.0012,0.0016,0.0088
"[-3.6,-3.36)",0,0.0016,0.0024,0.0088
"[-3.36,-3.12)",8e-04,0.002,0.0012,0.0128
"[-3.12,-2.88)",0,0.0032,0.0032,0.0128
"[-2.88,-2.64)",0.0012,0.0044,0.0028,0.016
"[-2.64,-2.4)",4e-04,0.0032,0.008,0.0132
"[-2.4,-2.16)",0,0.0104,0.0068,0.0208
"[-2.16,-1.92)",4e-04,0.0108,0.01,0.0156
"[-1.92,-1.68)",0.0068,0.016,0.016,0.0224
"[-1.68,-1.44)",0.01,0.0272,0.0216,0.0244
"[-1.44,-1.2)",0.0104,0.0284,0.034,0.0316
"[-1.2,-0.96)",0.0272,0.0512,0.0476,0.0256
"[-0.96,-0.72)",0.0768,0.0644,0.0608,0.03
"[-0.72,-0.48)",0.0904,0.0768,0.0804,0.0364
"[-0.48,-0.24)",0.1096,0.0908,0.0916,0.03
"[-0.24,0)",0.1396,0.0872,0.1012,0.032
"[0,0.24)",0.1524,0.1092,0.104,0.032
"[0.24,0.48)",0.1304,0.0916,0.0996,0.0352
"[0.48,0.72)",0.1236,0.0796,0.0848,0.026
"[0.72,0.96)",0.0628,0.0712,0.0664,0.0244
"[0.96,1.2)",0.0332,0.052,0.048,0.0372
"[1.2,1.44)",0.0096,0.0328,0.0308,0.028
"[1.44,1.68)",0.004,0.0248,0.0212,0.0244
"[1.68,1.92)",0.0036,0.012,0.0156,0.0224
"[1.92,2.16)",0.0032,0.0112,0.0096,0.0268
"[2.16,2.4)",0.0016,0.0104,0.008,0.02
"[2.4,2.64)",8e-04,0.0064,0.006,0.018
"[2.64,2.88)",0,0.0024,0.004,0.0176
"[2.88,3.12)",8e-04,0.0036,0.0036,0.01
"[3.12,3.36)",4e-04,0.0024,0.0012,0.012
"[3.36,3.6)",0,0.0016,0.0016,0.0128
"[3.6,3.84)",0,0.002,0.002,0.0132
"[3.84,4.08)",0,8e-04,0,0.0096
"[4.08,4.32)",0,4e-04,8e-04,0.0096
"[4.32,4.56)",0,0.0012,0,0.0096
"[4.56,4.8)",0,0,0,0.01
"[4.8,5.04)",0,0,0.0016,0.0076
"[5.04,5.28)",0,8e-04,0,0.0056
"[5.28,5.52)",0,4e-04,0,0.0092
"[5.52,5.76)",0,0,0,0.008
"[5.76,6)",0,0,4e-04,0.0056
