"","quantity","estimator","value"
"1","mean","PM",0.0120648647526871
"2","mean","CB",0.0120648647526871
"3","mean","GR",0.0123129138044396
"4","mean","ML",-0.0184270740071972
"5","var","PM",0.133390723654342
"6","var","CB",1.03520895840649
"7","var","GR",0.917693489133824
"8","var","ML",23.7519484602664
"9","var","true",0.972069328119481
"10","SSEL","PM",1.1104260041413
"11","SSEL","CB",1.50093709147963
"12","SSEL","GR",1.46278736880639
"13","SSEL","ML",22.6566871997076
"14","WSSEL","PM",27.7606501035324
"15","WSSEL","CB",37.5234272869909
"16","WSSEL","GR",36.5696842201597
"17","WSSEL","ML",566.417179992691
"18","ISEL","PM",0.238011828454693
"19","ISEL","CB",0.119482692861708
"20","ISEL","GR",0.114711189600555
"21","ISEL","ML",0.496164427904076
"22","SELrank","PM",0.106226035502959
"23","SELrank","CB",0.106226035502959
"24","SELrank","GR",0.10632426035503
"25","SELrank","ML",0.115758579881657
