"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0136,-0.0364
"2","PM",0.1,0.0328,-0.0672
"3","PM",0.25,0.1908,-0.0592
"4","PM",0.75,0.804,0.054
"5","PM",0.9,0.9724,0.0724
"6","PM",0.95,0.9872,0.0372
"7","CB",0.05,0.0692,0.0192
"8","CB",0.1,0.1236,0.0236
"9","CB",0.25,0.2724,0.0224
"10","CB",0.75,0.7148,-0.0352
"11","CB",0.9,0.876,-0.024
"12","CB",0.95,0.9308,-0.0192
"13","GR",0.05,0.0616,0.0116
"14","GR",0.1,0.1208,0.0208
"15","GR",0.25,0.2664,0.0164
"16","GR",0.75,0.724,-0.026
"17","GR",0.9,0.882,-0.018
"18","GR",0.95,0.9364,-0.0136
"19","ML",0.05,0.2968,0.2468
"20","ML",0.1,0.3468,0.2468
"21","ML",0.25,0.4212,0.1712
"22","ML",0.75,0.5696,-0.1804
"23","ML",0.9,0.6392,-0.2608
"24","ML",0.95,0.6872,-0.2628
