"","quantity","estimator","value"
"1","mean","PM",-0.0446674837310673
"2","mean","CB",-0.0446674837310673
"3","mean","GR",-0.0447425703983702
"4","mean","ML",-0.0395012875414025
"5","var","PM",0.833135807496308
"6","var","CB",0.95425640028611
"7","var","GR",0.934101251266915
"8","var","ML",1.1084156474004
"9","var","true",0.958217292328987
"10","SSEL","PM",0.125913717322956
"11","SSEL","CB",0.128314201741069
"12","SSEL","GR",0.140415315933954
"13","SSEL","ML",0.149584509772295
"14","WSSEL","PM",3.1478429330739
"15","WSSEL","CB",3.20785504352672
"16","WSSEL","GR",3.51038289834884
"17","WSSEL","ML",3.73961274430738
"18","ISEL","PM",0.0120008940122896
"19","ISEL","CB",0.0109569218206088
"20","ISEL","GR",0.00885279618541015
"21","ISEL","ML",0.0120903882216991
"22","SELrank","PM",0.0151680473372781
"23","SELrank","CB",0.0151680473372781
"24","SELrank","GR",0.0150319526627219
"25","SELrank","ML",0.0156615384615385
